x,y,z,ts
0.001,-0.004,0.004,17225059.955
0.001,-0.004,0.004,17225059.958
-0.0,-0.003,0.004,17225059.960
-0.001,-0.003,0.003,17225059.962
-0.002,-0.003,0.003,17225059.964
-0.002,-0.003,0.003,17225059.966
-0.002,-0.003,0.004,17225059.968
-0.002,-0.003,0.004,17225059.970
-0.001,-0.005,0.003,17225059.975
-0.0,-0.004,0.002,17225059.977
-0.0,-0.003,0.003,17225059.979
-0.0,-0.003,0.004,17225059.981
-0.001,-0.003,0.005,17225059.983
-0.001,-0.003,0.005,17225059.985
-0.0,-0.002,0.004,17225059.987
-0.0,-0.002,0.004,17225059.990
-0.0,-0.003,0.003,17225059.992
-0.001,-0.004,0.004,17225059.994
-0.001,-0.003,0.005,17225059.996
-0.001,-0.003,0.005,17225059.998
-0.002,-0.003,0.005,17225060.000
-0.003,-0.003,0.005,17225060.002
-0.003,-0.003,0.003,17225060.004
-0.003,-0.003,0.005,17225060.007
-0.002,-0.004,0.005,17225060.009
-0.002,-0.002,0.004,17225060.011
-0.001,-0.002,0.004,17225060.013
-0.001,-0.002,0.004,17225060.015
-0.002,-0.002,0.004,17225060.017
-0.002,-0.002,0.002,17225060.020
-0.002,-0.003,0.002,17225060.022
-0.001,-0.004,0.002,17225060.024
-0.001,-0.003,0.002,17225060.026
0.0,-0.003,0.003,17225060.028
-0.0,-0.002,0.003,17225060.030
-0.0,-0.002,0.003,17225060.033
0.001,-0.003,0.003,17225060.035
0.002,-0.002,0.004,17225060.037
-0.0,-0.002,0.003,17225060.039
-0.002,-0.002,0.002,17225060.041
-0.001,-0.002,0.003,17225060.043
-0.002,-0.001,0.002,17225060.045
-0.001,-0.002,0.003,17225060.047
-0.001,-0.002,0.003,17225060.050
-0.003,-0.002,0.004,17225060.052
-0.004,-0.003,0.003,17225060.053
-0.002,-0.004,0.002,17225060.055
-0.001,-0.004,0.001,17225060.057
-0.001,-0.002,0.001,17225060.059
-0.001,-0.002,0.002,17225060.061
0.001,-0.003,0.002,17225060.063
0.001,-0.003,0.001,17225060.065
-0.001,-0.003,0.001,17225060.067
-0.001,-0.003,0.002,17225060.069
0.0,-0.003,0.003,17225060.070
-0.001,-0.002,0.003,17225060.072
0.0,-0.002,0.002,17225060.074
0.0,-0.003,0.002,17225060.076
0.0,-0.003,0.001,17225060.078
-0.001,-0.002,0.002,17225060.080
-0.001,-0.001,0.002,17225060.082
-0.001,-0.003,0.003,17225060.084
-0.001,-0.002,0.002,17225060.086
0.0,-0.002,0.003,17225060.088
0.001,-0.003,0.003,17225060.090
0.001,-0.002,0.003,17225060.092
0.002,-0.0,0.004,17225060.094
0.002,-0.0,0.005,17225060.096
0.001,-0.001,0.003,17225060.097
-0.001,-0.001,0.003,17225060.099
-0.001,-0.002,0.003,17225060.101
-0.001,-0.002,0.002,17225060.103
