x,y,z,ts
-7.418,-54.966,15.088,4352450.002
-7.336,-54.564,15.333,4352450.004
-7.271,-54.243,15.529,4352450.005
-7.219,-53.986,15.686,4352450.007
-7.177,-53.78,15.811,4352450.009
-7.143,-53.615,15.911,4352450.011
-7.282,-54.085,15.856,4352450.013
-7.392,-54.46,15.811,4352450.015
-7.481,-54.761,15.775,4352450.017
-7.551,-55.001,15.747,4352450.019
-7.608,-55.193,15.724,4352450.021
-7.818,-55.047,15.706,4352450.023
-7.986,-54.929,15.691,4352450.025
-8.121,-54.835,15.68,4352450.027
-8.228,-54.76,15.67,4352450.029
-8.315,-54.7,15.663,4352450.031
-8.383,-54.652,15.657,4352450.033
-8.274,-54.764,15.516,4352450.035
-8.186,-54.853,15.403,4352450.036
-8.116,-54.925,15.313,4352450.038
-8.059,-54.982,15.241,4352450.040
-8.014,-55.028,15.184,4352450.042
-7.648,-54.464,15.274,4352450.044
-7.356,-54.012,15.345,4352450.046
-7.122,-53.651,15.403,4352450.048
-6.934,-53.362,15.449,4352450.050
-6.784,-53.131,15.486,4352450.051
-6.994,-53.397,15.515,4352450.053
-7.162,-53.609,15.539,4352450.055
-7.297,-53.779,15.557,4352450.057
-7.404,-53.915,15.573,4352450.058
-7.49,-54.024,15.585,4352450.060
-7.559,-54.111,15.594,4352450.062
-7.449,-54.181,15.466,4352450.064
-7.361,-54.237,15.363,4352450.066
-7.291,-54.281,15.281,4352450.067
-7.235,-54.317,15.216,4352450.069
-7.19,-54.346,15.163,4352450.071
-7.154,-54.368,15.121,4352450.073
-7.29,-54.537,14.816,4352450.074
-7.399,-54.672,14.571,4352450.076
-7.486,-54.78,14.376,4352450.078
-7.556,-54.866,14.219,4352450.080
-7.611,-54.935,14.094,4352450.081
-7.326,-54.99,14.402,4352450.084
-7.098,-55.034,14.648,4352450.086
-6.915,-55.07,14.845,4352450.088
-6.769,-55.098,15.003,4352450.089
-6.652,-55.121,15.129,4352450.091
-6.559,-54.988,15.229,4352450.093
-6.484,-54.883,15.31,4352450.095
-6.424,-54.798,15.375,4352450.097
-6.376,-54.73,15.426,4352450.098
-6.338,-54.676,15.468,4352450.100
-6.308,-54.633,15.501,4352450.102
-6.283,-54.448,15.391,4352450.104
-6.263,-54.3,15.304,4352450.106
-6.248,-54.182,15.233,4352450.107
-6.235,-54.087,15.177,4352450.109
-6.225,-54.012,15.133,4352450.111
-6.217,-53.951,15.097,4352450.113
-6.211,-53.903,15.068,4352450.115
-6.206,-53.864,15.045,4352450.116
-6.201,-53.833,15.027,4352450.118
-6.198,-53.808,15.012,4352450.120
-6.196,-53.788,15.0,4352450.122
-6.358,-54.073,14.991,4352450.124
-6.489,-54.3,14.983,4352450.125
-6.593,-54.482,14.977,4352450.127
-6.676,-54.628,14.972,4352450.129
-6.743,-54.745,14.969,4352450.131
-6.796,-54.838,14.965,4352450.133
-6.839,-54.762,15.235,4352450.135
-6.873,-54.702,15.45,4352450.137
-6.9,-54.653,15.623,4352450.139
-6.922,-54.615,15.761,4352450.141
-6.94,-54.584,15.871,4352450.143
-6.954,-54.709,15.823,4352450.145
-6.965,-54.81,15.785,4352450.146
-6.974,-54.89,15.755,4352450.148
-6.981,-54.954,15.73,4352450.151
-6.987,-55.005,15.711,4352450.153
-7.156,-55.047,15.559,4352450.155
-7.292,-55.079,15.438,4352450.156
-7.4,-55.106,15.341,4352450.158
-7.487,-55.127,15.264,4352450.160
-7.557,-55.144,15.201,4352450.162
-7.117,-55.307,15.152,4352450.164
-6.766,-55.438,15.112,4352450.166
-6.485,-55.543,15.08,4352450.168
-6.26,-55.627,15.055,4352450.170
-6.08,-55.694,15.034,4352450.172
-6.431,-55.748,15.018,4352450.174
-6.712,-55.79,15.005,4352450.176
-6.936,-55.825,14.995,4352450.178
-7.116,-55.852,14.986,4352450.180
-7.259,-55.874,14.98,4352450.182
-7.045,-55.742,14.703,4352450.184
-6.873,-55.635,14.481,4352450.186
-6.735,-55.551,14.303,4352450.188
-6.625,-55.483,14.161,4352450.190
-6.537,-55.428,14.048,4352450.192
-6.797,-55.385,14.501,4352450.194
-7.004,-55.35,14.863,4352450.196
-7.17,-55.322,15.153,4352450.198
-7.303,-55.3,15.385,4352450.200
-7.409,-55.282,15.57,4352450.202
-7.329,-54.967,15.311,4352450.204
-7.265,-54.716,15.104,4352450.206
-7.214,-54.514,14.937,4352450.208
-7.173,-54.353,14.805,4352450.210
-7.141,-54.224,14.698,4352450.212
-6.95,-54.422,14.749,4352450.214
-6.797,-54.579,14.79,4352450.216
-6.674,-54.706,14.823,4352450.218
-6.576,-54.807,14.849,4352450.220
-6.498,-54.888,14.87,4352450.222
-6.765,-55.103,14.75,4352450.224
-6.979,-55.274,14.655,4352450.226
-7.15,-55.412,14.579,4352450.227
-7.287,-55.522,14.518,4352450.230
-7.397,-55.61,14.469,4352450.232
-7.154,-55.23,14.43,4352450.233
-6.96,-54.926,14.398,4352450.235
-6.805,-54.682,14.373,4352450.237
-6.681,-54.487,14.353,4352450.239
-6.582,-54.332,14.337,4352450.241
-6.503,-54.508,14.461,4352450.243
-6.439,-54.648,14.559,4352450.245
-6.388,-54.761,14.638,4352450.247
-6.348,-54.851,14.701,4352450.249
-6.315,-54.923,14.751,4352450.251
-6.454,-54.98,14.656,4352450.253
-6.565,-55.027,14.579,4352450.255
-6.654,-55.063,14.518,4352450.257
-6.725,-55.093,14.469,4352450.259
-6.782,-55.117,14.43,4352450.261
-6.663,-54.985,14.535,4352450.263
-6.567,-54.88,14.618,4352450.265
-6.491,-54.796,14.685,4352450.267
-6.43,-54.729,14.739,4352450.269
-6.381,-54.675,14.782,4352450.271
-6.342,-54.632,14.816,4352450.273
-6.475,-54.898,14.843,4352450.275
-6.582,-55.111,14.865,4352450.277
-6.668,-55.281,14.883,4352450.279
-6.736,-55.417,14.897,4352450.281
-6.791,-55.526,14.908,4352450.283
-6.67,-55.313,14.917,4352450.285
-6.573,-55.142,14.924,4352450.287
-6.495,-55.006,14.93,4352450.289
-6.433,-54.897,14.935,4352450.291
-6.384,-54.809,14.938,4352450.293
-6.509,-54.89,14.805,4352450.295
-6.609,-54.954,14.699,4352450.297
-6.689,-55.005,14.614,4352450.299
-6.753,-55.046,14.546,4352450.301
-6.804,-55.079,14.491,4352450.302
-6.351,-54.955,14.448,4352450.304
-5.988,-54.856,14.413,4352450.306
-5.697,-54.777,14.385,4352450.309
-5.465,-54.714,14.363,4352450.310
-5.279,-54.663,14.345,4352450.312
-5.955,-55.073,14.738,4352450.314
-6.496,-55.401,15.053,4352450.316
-6.929,-55.663,15.305,4352450.318
-7.275,-55.873,15.507,4352450.320
-7.551,-56.041,15.668,4352450.322
-7.113,-55.725,15.389,4352450.324
-6.763,-55.472,15.166,4352450.326
-6.482,-55.27,14.987,4352450.328
-6.258,-55.108,14.845,4352450.330
-6.078,-54.978,14.73,4352450.332
-6.265,-54.874,14.911,4352450.334
-6.414,-54.792,15.055,4352450.336
-6.533,-54.725,15.171,4352450.338
-6.628,-54.672,15.263,4352450.340
-6.705,-54.63,15.337,4352450.342
-6.93,-54.596,15.124,4352450.344
-7.111,-54.569,14.954,4352450.346
-7.256,-54.547,14.818,4352450.348
-7.372,-54.529,14.709,4352450.350
-7.464,-54.515,14.622,4352450.352
-7.373,-54.955,14.824,4352450.354
-7.301,-55.307,14.986,4352450.356
-7.242,-55.588,15.115,4352450.358
-7.196,-55.813,15.219,4352450.360
-7.159,-55.993,15.302,4352450.362
-6.964,-55.536,15.368,4352450.364
-6.808,-55.171,15.421,4352450.366
-6.683,-54.878,15.463,4352450.368
-6.584,-54.644,15.497,4352450.370
-6.504,-54.457,15.524,4352450.372
-6.605,-54.458,15.274,4352450.374
-6.686,-54.458,15.074,4352450.376
-6.751,-54.458,14.914,4352450.378
-6.803,-54.459,14.786,4352450.380
-6.844,-54.459,14.683,4352450.381
