rssi,ts,anchor
-75,40795423.9100001,1010110044
-74,40795424.2100000,1010110043
-86,40795424.5100000,1010110006
-81,40795425.3199999,1010110004
-86,40795425.9200001,1010110006
-84,40795425.9900000,1010110049
-91,40795427.5200000,1010110002
-85,40795428.1099999,1010110003
-80,40795428.4400001,1010110043
-86,40795428.5000000,1010110005
-82,40795428.5300000,1010110007
-82,40795429.2000000,1010110047
-75,40795429.4400001,1010110006
-82,40795429.8499999,1010110043
-85,40795429.9400001,1010110007
-87,40795430.2200000,1010110049
-73,40795430.6400001,1010110007
-76,40795430.8499999,1010110006
-85,40795430.9300001,1010110049
-86,40795431.3199999,1010110047
-80,40795431.3499999,1010110007
-75,40795432.2600000,1010110006
-90,40795432.4600000,1010110002
-82,40795432.6700001,1010110043
-72,40795432.9600000,1010110006
-89,40795433.4500000,1010110005
-73,40795433.4600000,1010110007
-90,40795433.7800000,1010110004
-78,40795434.0799999,1010110043
-91,40795434.4800000,1010110044
-72,40795434.8699999,1010110007
-81,40795435.5000000,1010110043
-67,40795435.5699999,1010110007
-70,40795435.8000000,1010110006
-86,40795437.9800000,1010110049
-93,40795439.4200001,1010110004
-68,40795439.7800000,1010110047
-75,40795440.1800001,1010110048
-91,40795440.4400001,1010110043
-73,40795440.4900000,1010110047
-84,40795440.5100000,1010110007
-82,40795441.4400001,1010110006
-75,40795441.5100000,1010110049
-70,40795442.2200000,1010110049
-84,40795442.6300001,1010110007
-76,40795443.3099999,1010110047
-86,40795443.5599999,1010110006
-69,40795443.7000000,1010110048
-81,40795444.0200000,1010110047
-67,40795445.0300000,1010110049
-65,40795446.4400001,1010110049
-89,40795446.8399999,1010110047
-72,40795448.5500000,1010110049
-92,40795448.9600000,1010110047
-88,40795449.2800000,1010110011
-82,40795449.3699999,1010110051
-81,40795449.9600000,1010110049
-91,40795450.6900001,1010110011
-87,40795454.1800001,1010110018
-86,40795454.2700000,1010110016
-84,40795454.2800000,1010110013
-90,40795454.9900000,1010110013
-69,40795455.7100000,1010110051
-88,40795456.6500001,1010110054
-79,40795457.0899999,1010110013
-76,40795457.1300001,1010110051
-76,40795457.8099999,1010110012
-92,40795458.1400001,1010110007
-78,40795458.5000000,1010110013
-88,40795459.1300001,1010110049
-81,40795459.2200000,1010110012
-82,40795460.5500000,1010110049
-83,40795461.3299999,1010110016
-80,40795461.3599999,1010110051
-77,40795462.0500000,1010110012
-83,40795462.3000000,1010110055
-86,40795462.3099999,1010110020
-86,40795462.3800001,1010110015
-83,40795463.0100000,1010110055
-87,40795463.4500000,1010110013
-89,40795464.4200001,1010110055
-89,40795465.1400001,1010110020
-85,40795465.8000000,1010110054
-72,40795467.2000000,1010110054
-65,40795468.6099999,1010110054
-60,40795469.3199999,1010110054
-65,40795470.0200000,1010110054
-90,40795471.9100001,1010110013
-88,40795471.9500000,1010110057
-73,40795472.1800001,1010110055
-80,40795472.5799999,1010110056
-82,40795472.6500001,1010110057
-87,40795473.2900000,1010110016
-83,40795474.6099999,1010110058
-88,40795476.8099999,1010110016
-80,40795476.8900001,1010110057
-73,40795477.5300000,1010110056
-80,40795480.6099999,1010110059
-70,40795483.7800000,1010110058
-79,40795484.1300001,1010110059
-73,40795484.4900000,1010110058
-88,40795486.5200000,1010110060
-80,40795486.7600000,1010110057
-70,40795487.3000000,1010110058
-82,40795487.4600000,1010110025
-72,40795487.6400001,1010110059
-64,40795489.7600000,1010110059
-89,40795490.2200000,1010110029
-90,40795490.2400000,1010110063
-73,40795491.4600000,1010110060
-87,40795492.3199999,1010110056
-75,40795494.2700000,1010110060
-81,40795494.4800000,1010110061
-77,40795495.7400000,1010110062
-91,40795495.7600000,1010110058
-86,40795496.3900001,1010110060
-83,40795496.8499999,1010110027
-73,40795497.8599999,1010110062
-75,40795498.5000000,1010110060
-73,40795499.4100001,1010110061
-87,40795500.5100000,1010110071
-87,40795501.0200000,1010110059
-87,40795501.6400001,1010110030
-67,40795502.0899999,1010110062
-88,40795502.4200001,1010110059
-74,40795503.6500001,1010110061
-90,40795504.8299999,1010110060
-73,40795506.4700000,1010110061
-80,40795507.0200000,1010110062
-76,40795507.1700001,1010110063
-91,40795508.4000001,1010110031
-79,40795510.3699999,1010110071
