x,y,z,ts
-0.452,0.07,0.938,40795423.419
-0.449,0.075,0.943,40795423.423
-0.446,0.078,0.944,40795423.427
-0.442,0.08,0.946,40795423.431
-0.436,0.082,0.943,40795423.435
-0.431,0.081,0.941,40795423.439
-0.425,0.078,0.933,40795423.443
-0.42,0.072,0.924,40795423.447
-0.416,0.065,0.918,40795423.451
-0.411,0.053,0.905,40795423.455
-0.409,0.041,0.89,40795423.459
-0.409,0.029,0.878,40795423.463
-0.407,0.015,0.864,40795423.467
-0.405,-0.0,0.849,40795423.471
-0.403,-0.014,0.835,40795423.475
-0.401,-0.028,0.821,40795423.479
-0.401,-0.042,0.806,40795423.483
-0.402,-0.059,0.786,40795423.487
-0.406,-0.075,0.773,40795423.491
-0.407,-0.092,0.76,40795423.495
-0.411,-0.112,0.746,40795423.499
-0.416,-0.127,0.741,40795423.503
-0.42,-0.137,0.734,40795423.507
-0.425,-0.152,0.728,40795423.511
-0.435,-0.172,0.725,40795423.515
-0.443,-0.188,0.722,40795423.519
-0.448,-0.193,0.723,40795423.523
-0.451,-0.193,0.727,40795423.527
-0.452,-0.193,0.729,40795423.531
-0.453,-0.189,0.735,40795423.535
-0.454,-0.184,0.742,40795423.539
-0.454,-0.178,0.749,40795423.543
-0.455,-0.172,0.761,40795423.547
-0.457,-0.165,0.772,40795423.551
-0.456,-0.156,0.783,40795423.555
-0.457,-0.149,0.794,40795423.559
-0.458,-0.142,0.801,40795423.563
-0.458,-0.135,0.811,40795423.567
-0.461,-0.129,0.822,40795423.571
-0.463,-0.123,0.829,40795423.575
-0.462,-0.123,0.836,40795423.579
-0.462,-0.117,0.84,40795423.583
-0.459,-0.111,0.844,40795423.587
-0.457,-0.1,0.853,40795423.591
-0.454,-0.103,0.851,40795423.595
-0.452,-0.1,0.859,40795423.599
-0.452,-0.098,0.865,40795423.603
-0.455,-0.097,0.869,40795423.607
-0.453,-0.094,0.875,40795423.611
-0.453,-0.095,0.879,40795423.615
-0.452,-0.095,0.878,40795423.619
-0.451,-0.096,0.88,40795423.623
-0.452,-0.097,0.878,40795423.627
-0.454,-0.096,0.876,40795423.631
-0.454,-0.097,0.88,40795423.635
-0.454,-0.095,0.874,40795423.639
-0.455,-0.094,0.871,40795423.643
-0.456,-0.099,0.867,40795423.647
-0.457,-0.102,0.864,40795423.651
-0.458,-0.106,0.86,40795423.655
-0.457,-0.111,0.855,40795423.659
-0.459,-0.115,0.844,40795423.663
-0.463,-0.12,0.836,40795423.667
-0.463,-0.126,0.828,40795423.671
-0.463,-0.134,0.824,40795423.675
-0.466,-0.14,0.816,40795423.679
-0.466,-0.146,0.808,40795423.683
-0.469,-0.152,0.806,40795423.687
-0.47,-0.155,0.803,40795423.691
-0.47,-0.159,0.797,40795423.695
-0.468,-0.163,0.791,40795423.699
-0.466,-0.166,0.79,40795423.703
-0.465,-0.171,0.788,40795423.707
-0.464,-0.174,0.786,40795423.711
-0.462,-0.176,0.783,40795423.715
