x,y,z,ts
0.417,0.161,-0.843,40795423.419
0.393,0.142,-0.851,40795423.423
0.369,0.123,-0.857,40795423.427
0.338,0.103,-0.863,40795423.431
0.305,0.088,-0.862,40795423.435
0.269,0.072,-0.859,40795423.439
0.232,0.057,-0.852,40795423.443
0.193,0.045,-0.838,40795423.447
0.154,0.037,-0.824,40795423.451
0.119,0.033,-0.809,40795423.455
0.087,0.031,-0.795,40795423.459
0.058,0.033,-0.785,40795423.463
0.035,0.04,-0.773,40795423.467
0.016,0.049,-0.762,40795423.471
0.002,0.06,-0.755,40795423.475
-0.006,0.071,-0.748,40795423.479
-0.01,0.084,-0.745,40795423.483
-0.009,0.097,-0.744,40795423.487
-0.003,0.111,-0.743,40795423.491
0.005,0.123,-0.741,40795423.495
0.02,0.134,-0.742,40795423.499
0.041,0.142,-0.743,40795423.503
0.067,0.146,-0.742,40795423.507
0.096,0.149,-0.74,40795423.511
0.132,0.147,-0.738,40795423.515
0.176,0.141,-0.736,40795423.519
0.222,0.129,-0.736,40795423.523
0.271,0.109,-0.733,40795423.527
0.321,0.091,-0.731,40795423.531
0.37,0.068,-0.727,40795423.535
0.413,0.045,-0.723,40795423.539
0.448,0.02,-0.719,40795423.543
0.475,-0.002,-0.718,40795423.547
0.496,-0.023,-0.716,40795423.551
0.514,-0.046,-0.714,40795423.555
0.525,-0.068,-0.711,40795423.559
0.531,-0.09,-0.707,40795423.563
0.531,-0.113,-0.703,40795423.567
0.529,-0.133,-0.698,40795423.571
0.523,-0.155,-0.695,40795423.575
0.515,-0.177,-0.69,40795423.579
0.507,-0.201,-0.687,40795423.583
0.497,-0.223,-0.685,40795423.587
0.485,-0.243,-0.686,40795423.591
0.471,-0.262,-0.685,40795423.595
0.459,-0.274,-0.687,40795423.599
0.438,-0.284,-0.691,40795423.603
0.416,-0.292,-0.698,40795423.607
0.395,-0.298,-0.705,40795423.611
0.377,-0.299,-0.708,40795423.615
0.361,-0.299,-0.712,40795423.619
0.344,-0.297,-0.718,40795423.623
0.326,-0.293,-0.721,40795423.627
0.307,-0.29,-0.725,40795423.631
0.288,-0.285,-0.73,40795423.635
0.268,-0.282,-0.732,40795423.639
0.249,-0.28,-0.734,40795423.643
0.228,-0.28,-0.737,40795423.647
0.208,-0.279,-0.739,40795423.651
0.186,-0.281,-0.739,40795423.655
0.165,-0.282,-0.739,40795423.659
0.144,-0.285,-0.736,40795423.663
0.126,-0.29,-0.735,40795423.667
0.108,-0.299,-0.73,40795423.671
0.092,-0.309,-0.726,40795423.675
0.076,-0.321,-0.722,40795423.679
0.064,-0.331,-0.716,40795423.683
0.056,-0.343,-0.713,40795423.687
0.053,-0.357,-0.71,40795423.691
0.049,-0.372,-0.708,40795423.695
0.046,-0.385,-0.707,40795423.699
0.046,-0.398,-0.707,40795423.703
0.048,-0.412,-0.706,40795423.707
0.051,-0.424,-0.707,40795423.711
0.057,-0.434,-0.705,40795423.715
0.066,-0.442,-0.703,40795423.719
0.076,-0.447,-0.697,40795423.723
0.087,-0.453,-0.691,40795423.727
0.098,-0.457,-0.686,40795423.731
0.111,-0.462,-0.685,40795423.735
0.124,-0.462,-0.679,40795423.739
0.135,-0.461,-0.674,40795423.743
0.145,-0.456,-0.665,40795423.747
0.155,-0.451,-0.658,40795423.751
0.165,-0.441,-0.647,40795423.755
0.178,-0.432,-0.638,40795423.759
0.189,-0.423,-0.629,40795423.763
0.201,-0.417,-0.619,40795423.767
0.212,-0.41,-0.609,40795423.771
0.222,-0.405,-0.599,40795423.775
0.235,-0.401,-0.59,40795423.779
0.245,-0.396,-0.585,40795423.783
0.253,-0.39,-0.579,40795423.787
0.259,-0.385,-0.575,40795423.791
0.265,-0.379,-0.57,40795423.795
0.268,-0.375,-0.564,40795423.799
0.271,-0.37,-0.558,40795423.803
0.271,-0.365,-0.549,40795423.807
0.27,-0.359,-0.537,40795423.811
0.27,-0.357,-0.525,40795423.815
0.272,-0.356,-0.511,40795423.819
0.275,-0.354,-0.494,40795423.823
0.28,-0.355,-0.476,40795423.827
0.284,-0.353,-0.459,40795423.831
0.284,-0.35,-0.442,40795423.835
0.284,-0.344,-0.428,40795423.839
0.285,-0.338,-0.416,40795423.843
0.288,-0.332,-0.404,40795423.847
0.296,-0.327,-0.391,40795423.851
0.304,-0.323,-0.381,40795423.855
0.316,-0.318,-0.371,40795423.859
0.33,-0.313,-0.362,40795423.863
0.345,-0.308,-0.356,40795423.867
0.362,-0.303,-0.35,40795423.871
0.379,-0.298,-0.343,40795423.875
0.396,-0.292,-0.34,40795423.879
0.415,-0.286,-0.337,40795423.883
0.432,-0.279,-0.33,40795423.887
0.45,-0.271,-0.327,40795423.891
0.469,-0.259,-0.324,40795423.895
0.487,-0.249,-0.319,40795423.899
0.505,-0.234,-0.317,40795423.903
0.525,-0.221,-0.315,40795423.907
0.544,-0.208,-0.315,40795423.911
0.563,-0.195,-0.318,40795423.915
0.58,-0.182,-0.323,40795423.919
0.596,-0.172,-0.329,40795423.923
0.611,-0.164,-0.334,40795423.927
0.628,-0.16,-0.342,40795423.931
0.646,-0.16,-0.347,40795423.935
0.669,-0.166,-0.354,40795423.939
0.693,-0.175,-0.362,40795423.943
0.72,-0.189,-0.37,40795423.947
0.747,-0.207,-0.379,40795423.951
0.77,-0.226,-0.388,40795423.955
0.788,-0.246,-0.401,40795423.959
0.801,-0.266,-0.413,40795423.963
0.802,-0.285,-0.427,40795423.967
0.794,-0.305,-0.439,40795423.971
0.782,-0.321,-0.449,40795423.975
0.761,-0.333,-0.461,40795423.979
0.736,-0.343,-0.468,40795423.983
0.708,-0.353,-0.474,40795423.987
0.681,-0.359,-0.478,40795423.991
0.654,-0.365,-0.481,40795423.995
0.632,-0.372,-0.482,40795423.999
0.615,-0.38,-0.481,40795424.003
0.602,-0.389,-0.481,40795424.007
0.592,-0.396,-0.483,40795424.011
0.585,-0.407,-0.482,40795424.015
0.582,-0.414,-0.481,40795424.019
0.572,-0.42,-0.478,40795424.023
0.558,-0.426,-0.474,40795424.027
0.544,-0.432,-0.472,40795424.031
0.528,-0.438,-0.466,40795424.035
0.506,-0.442,-0.46,40795424.039
0.479,-0.446,-0.451,40795424.043
0.446,-0.449,-0.445,40795424.047
0.41,-0.452,-0.441,40795424.051
0.374,-0.457,-0.44,40795424.054
0.337,-0.465,-0.438,40795424.059
0.302,-0.477,-0.437,40795424.062
0.268,-0.492,-0.439,40795424.067
0.237,-0.512,-0.437,40795424.070
0.205,-0.536,-0.436,40795424.075
0.173,-0.562,-0.431,40795424.079
0.139,-0.59,-0.425,40795424.083
0.107,-0.618,-0.417,40795424.087
0.077,-0.646,-0.407,40795424.091
0.048,-0.674,-0.392,40795424.094
0.024,-0.698,-0.378,40795424.099
0.003,-0.721,-0.362,40795424.103
-0.019,-0.737,-0.344,40795424.107
-0.038,-0.749,-0.326,40795424.110
-0.053,-0.755,-0.307,40795424.115
-0.063,-0.757,-0.287,40795424.119
-0.069,-0.75,-0.267,40795424.123
-0.068,-0.74,-0.248,40795424.126
-0.062,-0.724,-0.231,40795424.131
-0.051,-0.705,-0.216,40795424.135
-0.031,-0.683,-0.203,40795424.139
-0.005,-0.659,-0.192,40795424.143
0.029,-0.635,-0.181,40795424.147
0.07,-0.611,-0.171,40795424.150
0.119,-0.587,-0.163,40795424.155
0.177,-0.563,-0.152,40795424.158
0.246,-0.54,-0.138,40795424.163
0.323,-0.52,-0.121,40795424.167
0.413,-0.5,-0.105,40795424.171
0.511,-0.482,-0.088,40795424.174
0.612,-0.465,-0.076,40795424.179
0.712,-0.45,-0.07,40795424.182
0.81,-0.437,-0.067,40795424.187
0.902,-0.422,-0.065,40795424.191
0.987,-0.407,-0.068,40795424.195
1.067,-0.39,-0.074,40795424.198
1.133,-0.374,-0.082,40795424.203
1.185,-0.36,-0.091,40795424.206
1.224,-0.346,-0.101,40795424.211
1.252,-0.336,-0.11,40795424.214
1.27,-0.326,-0.117,40795424.219
1.278,-0.318,-0.12,40795424.222
1.275,-0.313,-0.12,40795424.227
1.267,-0.312,-0.118,40795424.230
1.25,-0.314,-0.115,40795424.235
1.224,-0.321,-0.112,40795424.238
1.195,-0.33,-0.11,40795424.243
1.158,-0.347,-0.108,40795424.247
1.115,-0.365,-0.107,40795424.251
1.064,-0.386,-0.107,40795424.254
1.005,-0.405,-0.11,40795424.259
0.937,-0.428,-0.112,40795424.262
0.868,-0.453,-0.116,40795424.267
0.799,-0.479,-0.12,40795424.270
0.729,-0.508,-0.122,40795424.275
0.662,-0.541,-0.124,40795424.278
0.597,-0.578,-0.123,40795424.283
0.535,-0.615,-0.122,40795424.286
0.472,-0.653,-0.115,40795424.291
0.408,-0.689,-0.11,40795424.294
0.344,-0.723,-0.106,40795424.299
0.279,-0.757,-0.105,40795424.302
0.22,-0.788,-0.106,40795424.307
0.164,-0.817,-0.107,40795424.310
0.114,-0.844,-0.11,40795424.315
0.066,-0.865,-0.112,40795424.318
0.017,-0.883,-0.118,40795424.323
-0.031,-0.892,-0.128,40795424.326
-0.079,-0.893,-0.141,40795424.331
-0.126,-0.889,-0.152,40795424.334
-0.171,-0.881,-0.161,40795424.339
-0.216,-0.87,-0.166,40795424.342
-0.261,-0.859,-0.162,40795424.347
-0.301,-0.844,-0.158,40795424.350
-0.336,-0.823,-0.152,40795424.355
-0.368,-0.8,-0.149,40795424.358
-0.394,-0.775,-0.147,40795424.363
-0.42,-0.748,-0.141,40795424.366
-0.446,-0.723,-0.135,40795424.371
-0.47,-0.7,-0.123,40795424.374
-0.49,-0.675,-0.107,40795424.379
-0.506,-0.654,-0.09,40795424.382
-0.517,-0.63,-0.073,40795424.387
-0.526,-0.611,-0.055,40795424.390
-0.527,-0.592,-0.035,40795424.395
-0.522,-0.577,-0.018,40795424.398
-0.512,-0.563,-0.005,40795424.403
-0.499,-0.55,0.005,40795424.406
-0.483,-0.54,0.016,40795424.411
-0.466,-0.532,0.029,40795424.414
-0.448,-0.52,0.042,40795424.419
-0.427,-0.503,0.055,40795424.422
-0.404,-0.482,0.067,40795424.427
-0.383,-0.458,0.08,40795424.430
-0.362,-0.431,0.094,40795424.435
-0.342,-0.406,0.108,40795424.438
-0.315,-0.377,0.119,40795424.443
-0.287,-0.353,0.131,40795424.446
-0.256,-0.329,0.143,40795424.451
-0.228,-0.305,0.153,40795424.454
-0.202,-0.282,0.16,40795424.459
-0.177,-0.257,0.166,40795424.462
-0.154,-0.232,0.174,40795424.467
-0.134,-0.208,0.181,40795424.470
-0.117,-0.187,0.186,40795424.475
-0.101,-0.167,0.191,40795424.478
-0.087,-0.148,0.196,40795424.483
-0.075,-0.134,0.197,40795424.486
-0.067,-0.124,0.197,40795424.491
-0.062,-0.119,0.199,40795424.494
-0.055,-0.118,0.203,40795424.499
-0.045,-0.119,0.206,40795424.502
-0.038,-0.123,0.211,40795424.507
-0.033,-0.131,0.213,40795424.510
-0.027,-0.139,0.215,40795424.515
-0.019,-0.148,0.218,40795424.518
-0.013,-0.158,0.222,40795424.523
-0.006,-0.17,0.226,40795424.526
-0.0,-0.182,0.23,40795424.531
0.005,-0.192,0.236,40795424.534
0.011,-0.202,0.242,40795424.539
0.019,-0.213,0.251,40795424.542
0.022,-0.221,0.261,40795424.547
0.028,-0.232,0.268,40795424.550
0.037,-0.244,0.277,40795424.555
0.046,-0.256,0.286,40795424.558
0.058,-0.266,0.294,40795424.563
0.066,-0.272,0.303,40795424.566
0.07,-0.272,0.312,40795424.571
0.073,-0.263,0.323,40795424.574
0.074,-0.249,0.334,40795424.579
0.081,-0.229,0.343,40795424.582
0.093,-0.207,0.347,40795424.587
0.105,-0.184,0.347,40795424.590
0.111,-0.154,0.341,40795424.595
0.091,-0.109,0.34,40795424.598
0.035,-0.043,0.369,40795424.603
0.001,0.022,0.413,40795424.606
-0.009,0.074,0.46,40795424.611
0.012,0.111,0.498,40795424.614
0.052,0.131,0.53,40795424.619
0.095,0.136,0.554,40795424.622
0.135,0.132,0.576,40795424.627
0.168,0.117,0.606,40795424.630
0.198,0.087,0.658,40795424.635
0.234,0.051,0.717,40795424.638
0.269,0.017,0.769,40795424.643
0.292,-0.004,0.81,40795424.646
0.297,-0.01,0.835,40795424.651
0.28,0.002,0.852,40795424.654
0.242,0.034,0.859,40795424.659
0.194,0.082,0.86,40795424.662
0.145,0.142,0.862,40795424.667
0.102,0.207,0.868,40795424.670
0.057,0.276,0.884,40795424.675
-0.002,0.338,0.909,40795424.678
-0.101,0.383,0.947,40795424.683
-0.237,0.398,0.994,40795424.686
-0.387,0.394,1.044,40795424.691
-0.502,0.384,1.1,40795424.694
-0.563,0.373,1.163,40795424.699
-0.583,0.369,1.219,40795424.702
-0.57,0.373,1.25,40795424.707
-0.532,0.388,1.256,40795424.710
-0.482,0.408,1.24,40795424.715
-0.434,0.433,1.206,40795424.718
-0.395,0.458,1.16,40795424.723
-0.365,0.484,1.108,40795424.726
-0.34,0.506,1.049,40795424.731
-0.313,0.528,0.983,40795424.734
-0.284,0.548,0.909,40795424.739
-0.252,0.575,0.826,40795424.742
-0.222,0.613,0.738,40795424.747
-0.199,0.662,0.648,40795424.750
-0.186,0.718,0.56,40795424.755
-0.185,0.776,0.483,40795424.758
-0.191,0.824,0.42,40795424.763
-0.198,0.861,0.374,40795424.766
-0.204,0.881,0.345,40795424.771
-0.209,0.889,0.331,40795424.774
-0.21,0.887,0.326,40795424.779
-0.219,0.877,0.327,40795424.782
-0.234,0.868,0.33,40795424.787
-0.263,0.857,0.33,40795424.790
-0.309,0.846,0.326,40795424.795
-0.369,0.837,0.317,40795424.798
-0.435,0.831,0.299,40795424.803
-0.504,0.828,0.274,40795424.806
-0.578,0.826,0.243,40795424.811
-0.657,0.828,0.209,40795424.814
-0.74,0.828,0.173,40795424.819
-0.822,0.826,0.132,40795424.822
-0.899,0.822,0.09,40795424.827
-0.964,0.813,0.048,40795424.830
-1.0,0.791,0.004,40795424.835
-1.006,0.753,-0.042,40795424.838
-0.991,0.702,-0.093,40795424.843
-0.97,0.639,-0.145,40795424.846
-0.938,0.578,-0.193,40795424.851
-0.887,0.519,-0.234,40795424.854
-0.816,0.464,-0.273,40795424.858
-0.727,0.407,-0.312,40795424.862
-0.626,0.35,-0.35,40795424.867
-0.518,0.297,-0.384,40795424.870
-0.4,0.248,-0.42,40795424.875
-0.27,0.202,-0.459,40795424.878
-0.123,0.164,-0.501,40795424.883
0.038,0.131,-0.551,40795424.886
0.21,0.11,-0.608,40795424.891
0.384,0.096,-0.67,40795424.894
0.554,0.086,-0.734,40795424.898
0.713,0.072,-0.797,40795424.902
0.859,0.061,-0.86,40795424.907
0.997,0.045,-0.919,40795424.910
1.126,0.024,-0.975,40795424.914
1.251,-0.001,-1.026,40795424.918
1.368,-0.033,-1.076,40795424.922
1.469,-0.074,-1.123,40795424.926
1.537,-0.121,-1.164,40795424.931
1.561,-0.166,-1.197,40795424.934
1.548,-0.208,-1.22,40795424.939
1.518,-0.255,-1.232,40795424.942
1.477,-0.31,-1.232,40795424.946
1.433,-0.382,-1.225,40795424.950
1.398,-0.47,-1.261,40795424.955
1.354,-0.553,-1.335,40795424.958
1.302,-0.614,-1.386,40795424.963
1.238,-0.656,-1.418,40795424.966
1.154,-0.678,-1.442,40795424.970
1.035,-0.666,-1.474,40795424.974
0.909,-0.629,-1.52,40795424.978
0.793,-0.567,-1.576,40795424.982
0.722,-0.478,-1.599,40795424.986
0.665,-0.336,-1.54,40795424.990
0.621,-0.156,-1.369,40795424.994
0.591,0.035,-1.129,40795424.998
0.549,0.206,-0.912,40795425.002
0.493,0.354,-0.77,40795425.006
0.432,0.477,-0.7,40795425.010
0.368,0.564,-0.693,40795425.014
0.306,0.612,-0.736,40795425.018
0.242,0.617,-0.818,40795425.022
0.178,0.583,-0.924,40795425.026
0.123,0.514,-1.045,40795425.030
0.08,0.417,-1.164,40795425.034
0.047,0.301,-1.259,40795425.038
0.024,0.182,-1.305,40795425.042
0.007,0.068,-1.288,40795425.046
-0.004,-0.024,-1.201,40795425.050
-0.017,-0.093,-1.047,40795425.054
-0.017,-0.132,-0.84,40795425.058
