rssi,ts,anchor
-77,40802362.5599999,1004110012
-89,40802362.5799999,1004110112
-69,40802363.0500000,1004110010
-83,40802363.4900000,1004110006
-63,40802363.6700001,1004110023
-80,40802363.9800000,1004110012
-71,40802364.3699999,1004110023
-68,40802365.1800001,1004110010
-81,40802366.5000000,1004110023
-67,40802367.5000000,1004110012
-71,40802367.9100001,1004110023
-87,40802368.5899999,1004110002
-76,40802368.7300000,1004110004
-79,40802369.1300001,1004110006
-79,40802370.1099999,1004110010
-70,40802370.7300000,1004110023
-74,40802371.2500000,1004110006
-73,40802371.5200000,1004110010
-78,40802371.9600000,1004110006
-81,40802372.4300001,1004110012
-81,40802372.4600000,1004110112
-75,40802372.8599999,1004110023
-73,40802372.9800000,1004110004
-87,40802373.1600001,1004110112
-76,40802373.3599999,1004110006
-85,40802374.5400000,1004110012
-75,40802374.5599999,1004110112
-85,40802375.3800001,1004110016
-90,40802375.6400001,1004110029
-85,40802376.3800001,1004110023
-82,40802376.4600000,1004110010
-63,40802376.8900001,1004110006
-88,40802377.1700001,1004110010
-85,40802377.2600000,1004110110
-88,40802378.3099999,1004110021
-89,40802378.4700000,1004110002
-80,40802379.0100000,1004110006
-80,40802379.2700000,1004110010
-72,40802380.1900001,1004110112
-69,40802380.8399999,1004110111
-82,40802381.7900000,1004110018
-82,40802382.4200001,1004110016
-79,40802383.3299999,1004110028
-83,40802383.6199999,1004110110
-66,40802383.7200000,1004110112
-74,40802383.9000001,1004110018
-68,40802384.3599999,1004110111
-84,40802384.7400000,1004110028
-77,40802385.7300000,1004110110
-64,40802385.7700000,1004110111
-74,40802386.3800001,1004110022
-86,40802386.8499999,1004110024
-69,40802387.2300000,1004110112
-73,40802387.8900001,1004110111
-79,40802388.2600000,1004110028
-79,40802388.4100001,1004120002
-67,40802388.8299999,1004110018
-73,40802388.9300001,1004110025
-80,40802389.3000000,1004110111
-89,40802389.4200001,1004110035
-89,40802389.4700000,1004110033
-71,40802389.4800000,1004110016
-66,40802390.6600001,1004110110
-67,40802390.7200000,1004110111
-75,40802391.0000000,1004110021
-71,40802391.3000000,1004110017
-80,40802391.5899999,1004110031
-72,40802391.7100000,1004110021
-80,40802391.7900000,1004110024
-74,40802392.5000000,1004110024
-77,40802392.5400000,1004110026
-88,40802392.5699999,1004110029
-65,40802392.7900000,1004110110
-80,40802392.8299999,1004110111
-84,40802393.0699999,1004110018
-76,40802393.1500001,1004110025
-80,40802393.4100001,1004110017
-74,40802393.4900000,1004110110
-82,40802394.5500000,1004120004
-70,40802394.5599999,1004110025
-72,40802394.6099999,1004110024
-80,40802394.8199999,1004110017
-71,40802394.9100001,1004110110
-78,40802395.3299999,1004110028
-75,40802395.6800001,1004120003
-89,40802395.7700000,1004110035
-75,40802396.0300000,1004110024
-72,40802396.0599999,1004110026
-69,40802396.4800000,1004110108
-64,40802396.6900001,1004120003
-69,40802396.7300000,1004110024
-77,40802398.0799999,1004120004
-60,40802398.0899999,1004110025
-72,40802398.1700001,1004110026
-87,40802398.7500000,1004110021
-71,40802398.8499999,1004110028
-79,40802399.4600000,1004110021
-72,40802399.5100000,1004110025
-69,40802399.5400000,1004110024
-79,40802399.7600000,1004110022
-74,40802400.1600001,1004110021
-60,40802400.2100000,1004110025
-81,40802400.7000000,1004110035
-69,40802400.9200001,1004110025
-67,40802400.9600000,1004110028
-70,40802400.9800000,1004110026
-74,40802401.4100001,1004110108
-72,40802401.4500000,1004110031
-66,40802401.6900001,1004110026
-68,40802402.3099999,1004120004
-73,40802402.3699999,1004110028
-76,40802402.8599999,1004110031
-86,40802402.9400001,1004110018
-68,40802403.7700000,1004110028
-75,40802405.6300001,1004110108
-86,40802405.7600000,1004110018
-70,40802405.8399999,1004110107
-86,40802405.9100001,1004110038
-74,40802405.9200001,1004110026
-73,40802405.9600000,1004110029
-77,40802406.3299999,1004110108
-61,40802406.6600001,1004110029
-62,40802406.9800000,1004110030
-73,40802407.3299999,1004110026
-68,40802407.9500000,1004110107
-70,40802408.0799999,1004110029
-70,40802408.3900001,1004110030
-82,40802408.7300000,1004110038
-63,40802409.0999999,1004110030
-82,40802409.1600001,1004110035
-81,40802409.3599999,1004110104
-78,40802409.4000001,1004110024
-62,40802409.8000000,1004110030
-73,40802409.8599999,1004110035
-72,40802409.9000001,1004110031
-71,40802409.9200001,1004110033
-85,40802410.1400001,1004110038
-81,40802410.1500001,1004110026
-80,40802410.8399999,1004110028
-66,40802411.3099999,1004110031
-68,40802411.3199999,1004110033
-85,40802411.9800000,1004110105
-94,40802412.0100000,1004110016
-66,40802412.0300000,1004110033
-83,40802412.2200000,1004110024
-82,40802412.2500000,1004110028
-68,40802412.7200000,1004110031
-89,40802413.3900001,1004110108
-85,40802413.4400001,1004110033
-89,40802413.6800001,1004110026
-79,40802414.0999999,1004110035
-74,40802414.1400001,1004110031
