x,y,z,ts
-0.101,-0.126,0.046,40802362.403
-0.098,-0.117,0.047,40802362.407
-0.094,-0.11,0.049,40802362.411
-0.092,-0.105,0.049,40802362.415
-0.09,-0.099,0.051,40802362.419
-0.091,-0.097,0.05,40802362.423
-0.094,-0.098,0.053,40802362.427
-0.099,-0.1,0.053,40802362.431
-0.105,-0.106,0.052,40802362.435
-0.113,-0.115,0.054,40802362.439
-0.119,-0.123,0.053,40802362.443
-0.131,-0.131,0.055,40802362.447
-0.142,-0.141,0.057,40802362.451
-0.152,-0.15,0.06,40802362.455
-0.161,-0.158,0.061,40802362.459
-0.166,-0.165,0.06,40802362.463
-0.166,-0.171,0.062,40802362.467
-0.162,-0.174,0.065,40802362.471
-0.155,-0.175,0.068,40802362.475
-0.145,-0.175,0.072,40802362.479
-0.131,-0.172,0.076,40802362.483
-0.113,-0.168,0.078,40802362.487
-0.09,-0.164,0.079,40802362.491
-0.061,-0.157,0.082,40802362.495
-0.032,-0.15,0.086,40802362.499
-0.004,-0.143,0.089,40802362.503
0.023,-0.136,0.096,40802362.507
0.048,-0.13,0.101,40802362.511
0.072,-0.124,0.107,40802362.515
0.093,-0.117,0.112,40802362.519
0.112,-0.11,0.116,40802362.523
0.126,-0.106,0.124,40802362.527
0.135,-0.101,0.131,40802362.531
0.146,-0.099,0.138,40802362.535
0.159,-0.097,0.143,40802362.539
0.17,-0.098,0.146,40802362.543
0.182,-0.097,0.149,40802362.547
0.19,-0.096,0.153,40802362.551
0.195,-0.094,0.159,40802362.555
0.195,-0.093,0.162,40802362.559
0.19,-0.091,0.166,40802362.563
0.182,-0.086,0.17,40802362.567
0.171,-0.081,0.174,40802362.571
0.154,-0.076,0.18,40802362.575
0.129,-0.068,0.19,40802362.579
0.097,-0.057,0.204,40802362.583
0.058,-0.043,0.222,40802362.587
0.015,-0.023,0.24,40802362.591
-0.034,0.002,0.259,40802362.595
-0.087,0.029,0.278,40802362.599
-0.14,0.062,0.297,40802362.603
-0.195,0.098,0.317,40802362.607
-0.25,0.134,0.333,40802362.611
-0.296,0.174,0.344,40802362.615
-0.333,0.209,0.352,40802362.619
-0.358,0.241,0.358,40802362.623
-0.368,0.27,0.363,40802362.627
-0.365,0.291,0.368,40802362.631
-0.348,0.305,0.368,40802362.635
-0.315,0.312,0.362,40802362.639
-0.268,0.315,0.348,40802362.643
-0.205,0.308,0.327,40802362.647
-0.133,0.293,0.301,40802362.651
-0.057,0.272,0.273,40802362.655
0.019,0.246,0.246,40802362.659
0.092,0.216,0.218,40802362.663
0.163,0.187,0.188,40802362.667
0.225,0.159,0.16,40802362.671
0.274,0.13,0.132,40802362.675
0.312,0.102,0.104,40802362.679
0.335,0.073,0.082,40802362.683
0.345,0.044,0.065,40802362.687
0.346,0.015,0.052,40802362.691
0.338,-0.015,0.04,40802362.695
0.325,-0.046,0.033,40802362.699
0.306,-0.078,0.03,40802362.703
0.282,-0.111,0.03,40802362.707
0.256,-0.148,0.031,40802362.711
0.232,-0.183,0.036,40802362.715
0.218,-0.223,0.037,40802362.719
0.212,-0.263,0.035,40802362.723
0.218,-0.307,0.032,40802362.727
0.233,-0.348,0.026,40802362.731
0.258,-0.388,0.019,40802362.735
0.288,-0.425,0.01,40802362.739
0.326,-0.459,-0.001,40802362.743
0.369,-0.492,-0.016,40802362.747
0.41,-0.519,-0.025,40802362.751
0.447,-0.538,-0.034,40802362.755
0.472,-0.549,-0.037,40802362.759
0.484,-0.552,-0.034,40802362.763
0.481,-0.545,-0.025,40802362.767
0.461,-0.529,-0.01,40802362.771
0.43,-0.505,0.011,40802362.775
0.386,-0.475,0.036,40802362.779
0.33,-0.443,0.067,40802362.783
0.263,-0.41,0.099,40802362.787
0.189,-0.378,0.135,40802362.791
0.113,-0.345,0.171,40802362.795
0.037,-0.314,0.208,40802362.799
-0.034,-0.286,0.24,40802362.803
-0.103,-0.259,0.275,40802362.807
-0.169,-0.234,0.305,40802362.811
-0.229,-0.207,0.338,40802362.815
-0.285,-0.178,0.37,40802362.819
-0.331,-0.148,0.398,40802362.823
-0.369,-0.119,0.428,40802362.827
-0.397,-0.09,0.452,40802362.831
-0.417,-0.057,0.474,40802362.835
-0.429,-0.023,0.492,40802362.839
-0.433,0.016,0.505,40802362.843
-0.43,0.054,0.514,40802362.847
-0.416,0.095,0.517,40802362.851
-0.398,0.138,0.516,40802362.855
-0.376,0.176,0.51,40802362.859
