rssi,ts,anchor
-73,17357202.6578081,1008110012
-70,17357202.6803088,1008110014
-69,17357203.0857296,1008110013
-90,17357203.2925820,1008110010
-72,17357203.7662082,1008110026
-48,17357203.8725774,1008110018
-81,17357203.9413714,1008110002
-59,17357204.2500424,1008110020
-72,17357204.6014559,1008110017
-82,17357205.8939431,1008110013
-63,17357205.9888949,1008110018
-85,17357206.1105230,1008110010
-88,17357206.5347517,1008110022
-87,17357206.5854239,1008110026
-89,17357206.7604120,1008110002
-89,17357207.0051074,1008110029
-79,17357207.0773442,1008110020
-85,17357207.1209309,1008110021
-90,17357207.3435292,1008110034
-83,17357207.6156335,1008110014
-80,17357207.6393366,1008110019
-79,17357208.1755848,1008110005
-89,17357208.4263337,1008110036
-70,17357208.5402911,1008110015
-76,17357208.7192590,1008110013
-75,17357208.7506528,1008110034
-45,17357208.8156011,1008110018
-61,17357209.0516236,1008110019
-67,17357209.1944852,1008110020
-67,17357209.5341358,1008110017
-78,17357209.8256950,1008110029
-72,17357210.7613945,1008110022
-66,17357211.1426272,1008110014
-60,17357211.8743854,1008110019
-65,17357212.0167086,1008110020
-68,17357212.1727221,1008110022
-49,17357212.3292449,1008110018
-77,17357212.6554942,1008110036
-75,17357212.9135568,1008110026
-63,17357212.9475579,1008110013
-73,17357213.1193850,1008110005
-67,17357213.2246051,1008110012
-71,17357213.2569251,1008110014
-71,17357213.4657433,1008110015
-80,17357213.8731165,1008110010
-81,17357214.1190240,1008120001
-73,17357214.1786051,1008110021
-66,17357214.4720311,1008110017
-84,17357214.6672642,1008110014
-62,17357214.6944425,1008110019
-79,17357214.8427849,1008110020
-76,17357215.0176718,1008110032
-51,17357215.1491437,1008110018
-63,17357215.1742558,1008110017
-77,17357215.5913429,1008110021
-64,17357215.7630408,1008110013
-76,17357216.3356936,1008110016
-78,17357216.4318099,1008110026
-74,17357216.6928360,1008110023
-76,17357217.3593998,1008110007
-68,17357217.4457178,1008110012
-51,17357217.9723797,1008110018
-79,17357218.0432308,1008110002
-66,17357218.1951363,1008110014
-71,17357218.4011323,1008110021
-75,17357218.5895183,1008110013
-63,17357219.0634632,1008110020
-74,17357219.4664855,1008110005
-80,17357219.5161078,1008110023
-65,17357219.6358430,1008110019
-80,17357219.7361014,1008110028
-79,17357219.9693639,1008110064
-77,17357220.1407821,1008110011
-81,17357220.2164068,1008110010
-72,17357220.6608682,1008110026
-69,17357220.7576571,1008110034
-68,17357220.8157835,1008110017
-73,17357220.9217649,1008110010
-57,17357220.9644957,1008110012
-50,17357221.0423636,1008110019
-71,17357221.4060304,1008110013
-47,17357221.4848545,1008110018
-76,17357221.8264177,1008110025
-81,17357221.8495269,1008110028
-73,17357221.9255097,1008110021
-80,17357222.7274585,1008120002
-78,17357222.7492831,1008110022
-74,17357223.7712212,1008110012
-53,17357223.8644495,1008110019
-52,17357223.9946222,1008110020
-69,17357224.2202201,1008110013
-67,17357224.2808592,1008110034
-69,17357224.3442795,1008110017
-75,17357224.3687687,1008110011
-77,17357224.4090691,1008110005
-77,17357224.4594586,1008110023
-77,17357224.6503379,1008110025
-77,17357224.7406497,1008110021
-54,17357225.0106051,1008110018
-82,17357225.4944129,1008110016
-75,17357225.8777001,1008110024
-68,17357226.0071385,1008110029
-80,17357226.0668256,1008110028
-76,17357226.3002622,1008110026
-70,17357226.3036177,1008110032
-70,17357226.5729003,1008110010
-82,17357226.7694559,1008110028
-74,17357227.0427816,1008110013
-70,17357227.4125395,1008110029
-51,17357227.5597551,1008110021
-76,17357227.6808310,1008110037
-74,17357227.7118940,1008110026
-74,17357227.9749269,1008110023
-74,17357228.0132921,1008110012
-57,17357228.0995708,1008110019
-63,17357228.3910737,1008110022
-61,17357228.5445096,1008110018
-79,17357228.5770135,1008110017
-75,17357228.6420417,1008110007
-71,17357229.2119615,1008110034
-62,17357229.6241336,1008110020
-71,17357229.6830847,1008110015
-78,17357229.9910891,1008110017
-68,17357230.0231578,1008110002
-60,17357230.1091290,1008110024
-75,17357230.2521901,1008110036
-54,17357230.3728960,1008110021
-71,17357230.5328753,1008110026
-66,17357230.6540766,1008110018
-47,17357231.2122009,1008110022
-78,17357231.2412937,1008110032
-70,17357231.3292274,1008110034
-78,17357231.4608114,1008110007
-76,17357231.9746764,1008110013
-73,17357232.6656067,1008110064
-81,17357232.7409718,1008110035
-56,17357232.9294102,1008110024
-79,17357233.1410177,1008110009
-67,17357233.1929157,1008110021
-73,17357233.3841231,1008110013
-78,17357233.4421017,1008110034
-68,17357233.8523865,1008110020
-69,17357234.1837692,1008110018
-46,17357234.3232942,1008110023
-69,17357234.5229049,1008110025
-62,17357234.7310815,1008110022
-70,17357234.7650013,1008110026
-75,17357235.0634108,1008110012
-73,17357235.6622169,1008110002
-45,17357235.7296820,1008110023
-59,17357235.7526088,1008110024
-72,17357236.2609663,1008110034
-65,17357236.5529001,1008110019
-55,17357236.7116244,1008110021
-77,17357236.8660076,1008110039
-74,17357237.1225162,1008110027
-79,17357237.1815882,1008110050
-69,17357237.3346632,1008110028
-73,17357237.3729658,1008110020
-56,17357237.5795586,1008110026
-61,17357238.0488656,1008110025
-75,17357238.2596550,1008110037
-72,17357238.5620472,1008110066
-68,17357238.7406988,1008110028
-59,17357238.8141086,1008110025
-78,17357238.8909993,1008110016
-55,17357239.2610021,1008110023
-69,17357239.2917902,1008110050
-67,17357239.4030862,1008110036
-76,17357239.4434042,1008120007
-57,17357239.9836786,1008110024
-62,17357240.1010039,1008110029
-71,17357240.9072497,1008110020
-58,17357240.9358318,1008110021
-76,17357241.2297480,1008110018
-60,17357241.8116636,1008110026
-63,17357241.8934536,1008110034
-76,17357242.0834172,1008110066
-60,17357242.1011095,1008110024
-58,17357242.2208126,1008110029
-40,17357242.2743471,1008110025
-74,17357242.3524849,1008110021
-68,17357242.5060449,1008110039
-70,17357242.5242443,1008110032
-56,17357242.9795897,1008110028
-67,17357243.0292096,1008110031
-79,17357243.0310123,1008110020
-80,17357243.3429070,1008110018
-80,17357244.0932710,1008110011
-78,17357244.1254847,1008110017
-63,17357244.1793475,1008110027
-74,17357244.5731318,1008110065
-71,17357245.0234339,1008110019
-63,17357245.0510988,1008110036
-67,17357245.0995431,1008110025
