anchor,x,y
1007110029.0,-5.791249209294022,-7.512006985766945
1007110030.0,-4.152104869521712,-5.831676133779906
1007110031.0,-4.010571261193348,-5.708524283526276
1007110032.0,-2.39210995687963,-4.01689220242907
1007110033.0,-2.2344311249787143,-3.920020160350188
1007110034.0,-4.218110880277336,-2.4352427556478844
1007110035.0,-0.6296359122288934,-2.2056498729434204
1007110036.0,-1.6309582918239356,2.2759774038412046
1007110037.0,0.7152608373390908,-2.2264483062628018
1007110038.0,1.4506222723265445,2.5040443364865137
1007110039.0,3.835827076433277,-2.285738241673372
1007110040.0,4.989204365040148,-2.170863563489221
1007110041.0,4.546621801088521,2.0965700826449423
1007110042.0,8.348180497057767,-2.264682192432281
1007110043.0,8.191753163001705,2.0554791986905863
1007110044.0,11.427257241171374,-2.326667403807846
1007110045.0,14.25243053568315,-2.410759056487691
1007110046.0,13.098237840573038,1.9190323489933427
1007110047.0,16.93088485897575,-2.4810393207973984
1007110048.0,19.747235956541846,-2.529566832781175
1007110049.0,19.829046548406197,2.0745147027188753
1007110050.0,23.085027961108565,-1.5036981844740023
1007110051.0,22.88977046432396,1.6776811810561627
1007110052.0,24.485443156133186,1.9557468677174548
1007110054.0,26.334033569809094,-2.7144933360986006
1007110055.0,29.21448175611615,-2.877871508002368
1007110061.0,23.579787528989986,7.767432704805081
1007110056.0,26.2442606233222,-3.9656574940355367
1007110059.0,24.53627321480195,4.775960040865405
1007110060.0,22.993404508711663,5.160430910548495
1007110063.0,-1.5374645857253522,5.771558939255106
1007110058.0,27.58865874809293,4.86300885585475
1007110064.0,-6.433168775587946,5.885434286359237
1007110065.0,-11.35118599103006,6.015567043372527
1007110066.0,-16.216080793276138,6.148508850922259
1007110067.0,-16.46713320021606,8.207928026618768
1007110069.0,-21.138247452239963,6.231292762271727
1007110070.0,-23.387619916303027,8.360651322592766
1007110071.0,-31.00683645753111,2.982122742306718
1007110072.0,-29.17690660493916,0.46710779671432495
1007110074.0,-26.148365352775055,2.855785557616721
1007110075.0,-25.684634862490455,0.40404879799538373
1007110076.0,-25.473711840562824,0.3671174938850773
1007110077.0,-21.217349346027103,2.7344621965325846
1007110080.0,-21.814765457955005,0.38373428535283405
1007110079.0,-21.992195902179468,0.3543649479587051
1007110081.0,-19.533246535641034,0.26506483599408914
1007110082.0,-19.340872995478875,0.281895389183278
1007110084.0,-17.095768460225987,0.2207976905728711
1007110085.0,-16.91473080582659,0.20894413382725774
1007110086.0,-14.619436361324562,0.1623378921701552
1007110087.0,-14.454544753383269,0.17676414438937746
1007110089.0,-12.165644382491333,0.12778615929188517
1007110090.0,-6.509013154866672,2.3672932576818253
1007110053.0,27.51700988954209,1.8059278941878418
1007110068.0,-20.031024180258886,8.269974261585503
1007110073.0,-28.1114410637818,0.4780592517295765
1007110078.0,-22.917650040276335,0.3287827313221614
1007110057.0,23.164547021331188,-5.481250749216333
1007110062.0,26.602970628374706,7.713465448069978
1007110083.0,-16.31016198704212,2.636159565582374
1007110088.0,-11.432021551209848,2.504277756769426
1007120005.0,-27.656084334356358,-0.7081715173970469
1007120006.0,-23.96273945743927,-0.9505043141093519
1007120008.0,-18.383620449026512,-1.1574064044436458
1007120009.0,-15.818812152880453,-1.2132420912452637
1007120010.0,-22.035702106950975,9.592429223488116
1007120021.0,-18.127077414964322,9.624651378314297
1007120012.0,-0.5178058327223204,-3.8766091276426997
1007120013.0,2.2366006576252735,-4.0244905518833285
1007120014.0,25.04003105813662,8.682842625516004
1007120007.0,-20.912273545136756,-1.1453188040361042
1007120011.0,-2.9981030663207435,-7.094733879429448
