rssi,ts,anchor
-65,40795666.4500000,1010110004
-89,40795666.7900000,1010110007
-82,40795667.3599999,1010110002
-82,40795667.5699999,1010110006
-84,40795667.7000000,1010110003
-76,40795668.0699999,1010110005
-71,40795668.1500001,1010110043
-70,40795668.4100001,1010110044
-68,40795668.5699999,1010110004
-72,40795668.7800000,1010110005
-65,40795668.8599999,1010110043
-84,40795669.6099999,1010110007
-88,40795670.1800001,1010110002
-77,40795670.1800001,1010110005
-76,40795670.2600000,1010110043
-68,40795670.8900001,1010110005
-77,40795670.9700000,1010110043
-87,40795671.0200000,1010110047
-82,40795671.2400000,1010110044
-67,40795671.3900001,1010110004
-83,40795671.7300000,1010110047
-83,40795671.9600000,1010110049
-88,40795672.1300001,1010110048
-73,40795672.3699999,1010110043
-70,40795672.5000000,1010110006
-78,40795672.8000000,1010110004
-89,40795673.0000000,1010110005
-81,40795673.1300001,1010110007
-82,40795673.1400001,1010110047
-74,40795673.3399999,1010110044
-85,40795674.4100001,1010110005
-77,40795676.1600001,1010110044
-74,40795676.3699999,1010110048
-73,40795676.6500001,1010110007
-77,40795676.7300000,1010110006
-77,40795676.9000001,1010110049
-79,40795677.3599999,1010110047
-81,40795677.7900000,1010110048
-85,40795677.8000000,1010110051
-80,40795678.6500001,1010110005
-73,40795678.8499999,1010110006
-84,40795678.9700000,1010110044
-88,40795679.9200001,1010110051
-78,40795680.1700001,1010110007
-74,40795680.2600000,1010110006
-72,40795680.8900001,1010110047
-77,40795680.9600000,1010110006
-74,40795681.3099999,1010110048
-91,40795681.4600000,1010110005
-74,40795681.5799999,1010110007
-77,40795682.0100000,1010110048
-90,40795682.0400000,1010110051
-71,40795682.7200000,1010110048
-80,40795683.6900001,1010110007
-67,40795683.9400001,1010110049
-68,40795684.1199999,1010110048
-67,40795684.8299999,1010110048
-86,40795685.2000000,1010110006
-87,40795686.0300000,1010110044
-91,40795686.3499999,1010110054
-84,40795686.5100000,1010110007
-79,40795687.2200000,1010110007
-74,40795687.4500000,1010110049
-69,40795688.1600001,1010110049
-70,40795688.3599999,1010110048
-83,40795688.6300001,1010110007
-74,40795688.8699999,1010110049
-93,40795688.9900000,1010110004
-74,40795689.0599999,1010110048
-74,40795689.5699999,1010110049
-84,40795689.7700000,1010110048
-86,40795690.0500000,1010110047
-87,40795690.1300001,1010110006
-71,40795690.2700000,1010110049
-75,40795690.4800000,1010110048
-88,40795691.7600000,1010110019
-83,40795691.8800001,1010110048
-76,40795692.3800001,1010110049
-84,40795693.2200000,1010110013
-79,40795693.3099999,1010110051
-89,40795693.5699999,1010110007
-85,40795695.2800000,1010110019
-83,40795695.3199999,1010110016
-90,40795695.6800001,1010110007
-69,40795696.1300001,1010110051
-80,40795696.7400000,1010110013
-86,40795696.8299999,1010110048
-72,40795696.8399999,1010110051
-81,40795697.3099999,1010110049
-79,40795697.3900001,1010110019
-82,40795697.4800000,1010110011
-74,40795698.1199999,1010110012
-70,40795698.1900001,1010110011
-84,40795698.7200000,1010110049
-69,40795699.5200000,1010110012
-85,40795699.5599999,1010110016
-93,40795699.9100001,1010110007
-89,40795701.5000000,1010110018
-84,40795701.6800001,1010110016
-77,40795701.8299999,1010110054
-88,40795702.4400001,1010110056
-88,40795703.0100000,1010110058
-79,40795703.2500000,1010110054
-87,40795703.4100001,1010110015
-78,40795703.7800000,1010110013
-87,40795703.8800001,1010110051
-83,40795704.1099999,1010110055
-87,40795704.3499999,1010110049
-93,40795705.0200000,1010110018
-88,40795705.1400001,1010110021
-69,40795705.2300000,1010110011
-85,40795705.7600000,1010110049
-71,40795705.9300001,1010110011
-77,40795706.0599999,1010110054
-77,40795706.2200000,1010110055
-80,40795706.5500000,1010110019
-82,40795706.5999999,1010110013
-90,40795709.0400000,1010110015
-68,40795710.9800000,1010110054
-89,40795711.4600000,1010110058
-68,40795711.6800001,1010110054
-85,40795711.7900000,1010110020
-89,40795712.2700000,1010110011
-76,40795712.4900000,1010110020
-73,40795713.0999999,1010110054
-87,40795713.7500000,1010110051
-76,40795715.3900001,1010110055
-74,40795715.9100001,1010110054
-83,40795716.3800001,1010110058
-72,40795717.5000000,1010110055
-83,40795717.8000000,1010110058
-88,40795721.7200000,1010110055
-71,40795722.8699999,1010110057
-71,40795723.4300001,1010110058
-74,40795723.5799999,1010110057
-81,40795724.4500000,1010110059
-66,40795725.5400000,1010110058
-87,40795726.2500000,1010110062
-84,40795727.7800000,1010110056
-88,40795728.4700000,1010110025
-70,40795728.6600001,1010110059
-83,40795729.9200001,1010110057
-77,40795731.0599999,1010110060
-94,40795731.2900000,1010110025
-87,40795732.8199999,1010110023
-70,40795732.8900001,1010110059
-89,40795733.4000001,1010110063
-80,40795734.0200000,1010110062
-87,40795736.4200001,1010110059
-80,40795736.8499999,1010110062
-83,40795737.2400000,1010110027
-78,40795737.8299999,1010110059
-91,40795738.1300001,1010110071
-74,40795738.2600000,1010110062
-71,40795739.6700001,1010110062
-81,40795740.2300000,1010110060
-73,40795741.0799999,1010110062
-70,40795741.9900000,1010110061
-75,40795742.6900001,1010110061
-71,40795743.2000000,1010110062
-79,40795744.6199999,1010110062
-90,40795744.6400001,1010110029
-70,40795745.3299999,1010110062
-88,40795745.9000001,1010110031
-68,40795748.2000000,1010110063
-73,40795748.9000001,1010110063
-83,40795749.0300000,1010110061
-79,40795750.4400001,1010110061
-82,40795750.8199999,1010110071
