x,y,z,ts
-0.001,-0.002,0.005,4352450.002
-0.002,-0.001,0.006,4352450.004
-0.003,-0.001,0.006,4352450.005
-0.003,-0.0,0.005,4352450.007
-0.002,-0.001,0.005,4352450.009
-0.001,-0.001,0.005,4352450.011
-0.001,-0.0,0.005,4352450.013
-0.001,-0.001,0.004,4352450.015
-0.001,-0.001,0.004,4352450.017
-0.002,-0.001,0.006,4352450.019
-0.002,-0.002,0.007,4352450.021
-0.002,-0.002,0.007,4352450.023
-0.003,-0.001,0.007,4352450.025
-0.003,-0.001,0.007,4352450.027
-0.004,-0.0,0.007,4352450.029
-0.005,-0.001,0.008,4352450.031
-0.005,-0.001,0.009,4352450.033
-0.004,-0.001,0.009,4352450.035
-0.005,-0.001,0.007,4352450.036
-0.005,-0.0,0.005,4352450.038
-0.004,-0.001,0.005,4352450.040
-0.003,-0.001,0.005,4352450.042
-0.003,-0.001,0.005,4352450.044
-0.002,-0.003,0.005,4352450.046
-0.002,-0.003,0.005,4352450.048
-0.001,-0.001,0.006,4352450.050
0.0,-0.002,0.006,4352450.051
0.0,-0.003,0.005,4352450.053
0.001,-0.003,0.005,4352450.055
0.001,-0.004,0.006,4352450.057
0.001,-0.004,0.006,4352450.058
0.0,-0.005,0.005,4352450.060
0.0,-0.004,0.004,4352450.062
-0.002,-0.005,0.003,4352450.064
-0.003,-0.005,0.004,4352450.066
-0.005,-0.003,0.003,4352450.067
-0.008,-0.002,0.002,4352450.069
-0.009,-0.002,0.002,4352450.071
-0.01,-0.002,0.002,4352450.073
-0.01,-0.0,0.004,4352450.074
-0.009,-0.0,0.005,4352450.076
-0.009,0.0,0.005,4352450.078
-0.008,-0.0,0.005,4352450.080
-0.008,-0.001,0.004,4352450.081
-0.008,-0.002,0.002,4352450.084
-0.007,-0.004,0.003,4352450.086
-0.007,-0.004,0.003,4352450.088
-0.006,-0.004,0.001,4352450.089
-0.006,-0.004,0.001,4352450.091
-0.006,-0.003,0.0,4352450.093
-0.007,-0.003,0.002,4352450.095
-0.006,-0.003,0.002,4352450.097
-0.007,-0.003,0.002,4352450.098
-0.008,-0.004,0.001,4352450.100
-0.008,-0.005,0.001,4352450.102
-0.009,-0.006,0.0,4352450.104
-0.009,-0.006,0.0,4352450.106
-0.01,-0.006,0.0,4352450.107
-0.011,-0.004,-0.0,4352450.109
-0.011,-0.004,-0.001,4352450.111
-0.011,-0.003,-0.001,4352450.113
-0.012,-0.004,-0.0,4352450.115
-0.012,-0.004,0.001,4352450.116
-0.011,-0.004,0.001,4352450.118
-0.011,-0.004,-0.002,4352450.120
-0.011,-0.003,-0.002,4352450.122
-0.011,-0.004,-0.0,4352450.124
-0.012,-0.006,0.0,4352450.125
-0.013,-0.005,0.0,4352450.127
-0.013,-0.004,0.001,4352450.129
-0.014,-0.006,0.002,4352450.131
-0.013,-0.005,0.002,4352450.133
-0.013,-0.007,0.002,4352450.135
-0.013,-0.007,0.001,4352450.137
-0.014,-0.007,0.002,4352450.139
-0.014,-0.007,0.002,4352450.141
-0.013,-0.006,0.001,4352450.143
-0.012,-0.005,0.001,4352450.145
-0.01,-0.004,0.001,4352450.146
-0.009,-0.004,0.002,4352450.148
-0.009,-0.004,0.003,4352450.151
-0.009,-0.004,0.003,4352450.153
-0.01,-0.003,0.001,4352450.155
-0.009,-0.002,0.001,4352450.156
-0.009,-0.003,0.001,4352450.158
-0.009,-0.004,0.001,4352450.160
-0.009,-0.002,0.001,4352450.162
-0.01,-0.002,0.0,4352450.164
-0.009,-0.003,0.0,4352450.166
-0.008,-0.002,0.001,4352450.168
-0.008,-0.003,0.001,4352450.170
-0.007,-0.004,0.001,4352450.172
-0.007,-0.004,0.004,4352450.174
-0.007,-0.004,0.004,4352450.176
-0.007,-0.003,0.004,4352450.178
-0.007,-0.002,0.004,4352450.180
-0.008,-0.003,0.002,4352450.182
-0.008,-0.002,0.001,4352450.184
-0.007,-0.001,0.002,4352450.186
-0.005,-0.001,0.002,4352450.188
-0.004,-0.0,0.002,4352450.190
-0.003,-0.001,0.001,4352450.192
-0.003,-0.001,0.001,4352450.194
-0.003,-0.001,0.002,4352450.196
-0.002,-0.001,0.003,4352450.198
-0.002,-0.002,0.003,4352450.200
-0.002,-0.002,0.002,4352450.202
-0.002,-0.003,0.002,4352450.204
-0.001,-0.003,0.003,4352450.206
-0.001,-0.001,0.002,4352450.208
-0.001,-0.001,0.003,4352450.210
-0.002,-0.002,0.003,4352450.212
-0.002,-0.001,0.003,4352450.214
-0.001,-0.002,0.004,4352450.216
0.0,-0.002,0.002,4352450.218
0.0,-0.002,0.002,4352450.220
-0.0,-0.003,0.004,4352450.222
-0.0,-0.002,0.003,4352450.224
0.001,0.0,0.003,4352450.226
0.001,0.001,0.004,4352450.227
0.0,0.0,0.003,4352450.230
0.001,-0.001,0.003,4352450.232
0.002,-0.001,0.002,4352450.233
-0.001,-0.002,0.002,4352450.235
-0.001,-0.002,0.004,4352450.237
0.0,-0.001,0.003,4352450.239
0.001,0.0,0.004,4352450.241
0.0,-0.0,0.004,4352450.243
-0.001,-0.0,0.003,4352450.245
-0.001,-0.001,0.002,4352450.247
-0.0,-0.001,0.002,4352450.249
0.001,-0.001,0.003,4352450.251
0.0,-0.0,0.004,4352450.253
-0.0,-0.0,0.004,4352450.255
-0.002,-0.002,0.005,4352450.257
-0.001,-0.003,0.006,4352450.259
-0.001,-0.002,0.005,4352450.261
-0.002,-0.002,0.004,4352450.263
-0.001,-0.001,0.002,4352450.265
-0.002,-0.0,0.004,4352450.267
-0.002,-0.001,0.003,4352450.269
-0.002,-0.001,0.003,4352450.271
-0.002,-0.002,0.004,4352450.273
-0.002,-0.004,0.003,4352450.275
-0.001,-0.003,0.002,4352450.277
-0.002,-0.002,0.001,4352450.279
-0.002,-0.002,0.004,4352450.281
-0.002,-0.002,0.006,4352450.283
-0.002,-0.003,0.004,4352450.285
-0.002,-0.002,0.004,4352450.287
-0.002,-0.0,0.004,4352450.289
-0.003,0.0,0.004,4352450.291
-0.005,-0.001,0.005,4352450.293
-0.006,-0.001,0.005,4352450.295
-0.004,-0.0,0.003,4352450.297
-0.005,-0.0,0.004,4352450.299
-0.006,-0.001,0.004,4352450.301
-0.006,-0.002,0.003,4352450.302
-0.007,-0.003,0.005,4352450.304
-0.009,-0.003,0.006,4352450.306
-0.01,-0.002,0.005,4352450.309
-0.008,-0.001,0.005,4352450.310
-0.008,-0.002,0.005,4352450.312
-0.009,-0.001,0.005,4352450.314
-0.01,-0.001,0.004,4352450.316
-0.008,-0.001,0.003,4352450.318
-0.008,-0.001,0.002,4352450.320
-0.008,-0.001,0.002,4352450.322
-0.006,-0.001,0.001,4352450.324
-0.006,-0.002,0.002,4352450.326
-0.007,-0.002,0.002,4352450.328
-0.006,-0.002,0.001,4352450.330
-0.006,-0.004,0.001,4352450.332
-0.005,-0.003,0.001,4352450.334
-0.003,-0.003,0.002,4352450.336
-0.002,-0.003,0.002,4352450.338
-0.003,-0.002,0.002,4352450.340
-0.005,-0.003,0.001,4352450.342
-0.007,-0.003,0.001,4352450.344
-0.008,-0.003,0.002,4352450.346
-0.008,-0.002,0.002,4352450.348
-0.009,-0.001,0.002,4352450.350
-0.008,-0.002,0.004,4352450.352
-0.008,-0.003,0.002,4352450.354
-0.009,-0.002,0.002,4352450.356
-0.009,0.001,0.002,4352450.358
-0.008,-0.001,0.002,4352450.360
-0.009,-0.002,0.002,4352450.362
-0.009,-0.002,0.001,4352450.364
-0.007,-0.002,0.002,4352450.366
-0.008,-0.003,0.001,4352450.368
-0.008,-0.002,0.001,4352450.370
-0.008,-0.002,-0.0,4352450.372
-0.007,-0.002,-0.0,4352450.374
-0.005,-0.002,0.0,4352450.376
-0.004,0.0,0.001,4352450.378
-0.003,-0.0,0.001,4352450.380
-0.002,-0.001,0.001,4352450.381
-0.0,-0.002,0.002,4352450.383
-0.001,-0.003,0.002,4352450.385
-0.003,-0.003,0.002,4352450.387
-0.003,-0.004,0.004,4352450.389
-0.003,-0.005,0.004,4352450.391
-0.002,-0.003,0.002,4352450.393
-0.003,-0.003,0.004,4352450.395
-0.004,-0.004,0.002,4352450.397
-0.005,-0.004,0.003,4352450.399
-0.005,-0.003,0.004,4352450.401
-0.003,-0.003,0.003,4352450.403
-0.001,-0.004,0.002,4352450.405
-0.0,-0.004,0.004,4352450.407
-0.0,-0.006,0.004,4352450.409
-0.001,-0.008,0.002,4352450.411
-0.003,-0.007,0.001,4352450.413
-0.003,-0.004,0.001,4352450.415
-0.005,-0.004,0.001,4352450.417
-0.008,-0.004,0.001,4352450.419
-0.011,-0.003,0.002,4352450.421
-0.016,-0.003,0.002,4352450.423
-0.019,-0.002,0.004,4352450.425
-0.018,-0.001,0.003,4352450.427
-0.017,-0.001,0.004,4352450.429
-0.014,-0.002,0.003,4352450.431
-0.012,-0.003,0.001,4352450.433
-0.011,-0.003,0.001,4352450.435
-0.012,-0.004,-0.001,4352450.437
-0.013,-0.004,-0.002,4352450.439
-0.013,-0.003,-0.002,4352450.441
-0.014,-0.003,-0.003,4352450.443
-0.013,-0.004,-0.002,4352450.444
-0.011,-0.007,-0.001,4352450.446
-0.008,-0.008,-0.001,4352450.448
-0.005,-0.009,-0.001,4352450.450
-0.004,-0.01,-0.001,4352450.452
-0.006,-0.01,-0.001,4352450.454
-0.009,-0.009,-0.002,4352450.456
-0.012,-0.008,-0.002,4352450.458
-0.017,-0.006,-0.002,4352450.460
-0.02,-0.006,-0.001,4352450.462
-0.022,-0.006,-0.001,4352450.464
-0.024,-0.007,-0.001,4352450.466
-0.026,-0.007,-0.002,4352450.468
-0.028,-0.007,-0.002,4352450.470
-0.03,-0.005,-0.003,4352450.472
-0.032,-0.004,-0.003,4352450.474
-0.034,-0.003,-0.003,4352450.476
-0.035,-0.004,-0.004,4352450.478
-0.035,-0.004,-0.006,4352450.480
-0.037,-0.004,-0.006,4352450.482
-0.038,-0.004,-0.006,4352450.484
-0.036,-0.004,-0.006,4352450.486
-0.035,-0.006,-0.005,4352450.488
-0.033,-0.007,-0.006,4352450.490
-0.031,-0.008,-0.006,4352450.492
-0.028,-0.008,-0.006,4352450.494
-0.027,-0.007,-0.007,4352450.496
-0.027,-0.007,-0.006,4352450.498
-0.025,-0.006,-0.004,4352450.500
-0.023,-0.006,-0.003,4352450.502
-0.023,-0.005,-0.002,4352450.504
-0.022,-0.004,-0.003,4352450.506
-0.021,-0.004,-0.003,4352450.508
-0.019,-0.006,-0.003,4352450.510
-0.017,-0.007,-0.003,4352450.512
-0.016,-0.007,-0.002,4352450.514
-0.013,-0.006,-0.002,4352450.516
-0.012,-0.006,-0.002,4352450.518
-0.011,-0.005,-0.001,4352450.520
-0.008,-0.004,-0.0,4352450.521
-0.005,-0.004,-0.002,4352450.523
-0.003,-0.006,-0.003,4352450.525
-0.001,-0.007,-0.004,4352450.527
0.0,-0.008,-0.004,4352450.529
0.003,-0.006,-0.003,4352450.531
0.005,-0.006,-0.003,4352450.533
0.006,-0.006,-0.003,4352450.535
0.007,-0.006,-0.003,4352450.537
0.007,-0.007,-0.002,4352450.539
0.007,-0.006,-0.001,4352450.541
0.004,-0.006,-0.002,4352450.543
0.002,-0.006,-0.0,4352450.545
0.0,-0.005,0.0,4352450.547
-0.001,-0.003,-0.0,4352450.549
-0.0,-0.003,0.0,4352450.551
-0.0,-0.003,0.001,4352450.553
0.0,-0.002,0.002,4352450.555
0.0,-0.001,0.002,4352450.557
0.001,0.001,0.003,4352450.559
0.003,0.002,0.003,4352450.561
0.003,0.002,0.004,4352450.563
0.005,0.002,0.003,4352450.565
0.006,-0.0,0.003,4352450.567
0.007,-0.0,0.005,4352450.569
0.011,-0.001,0.006,4352450.571
0.011,-0.001,0.007,4352450.573
0.013,-0.001,0.005,4352450.575
0.015,-0.002,0.002,4352450.577
0.019,-0.002,0.003,4352450.579
0.024,-0.002,0.004,4352450.581
0.029,-0.001,0.005,4352450.583
0.03,-0.001,0.006,4352450.584
0.03,-0.001,0.008,4352450.586
0.029,0.001,0.008,4352450.588
0.027,0.001,0.007,4352450.590
0.026,0.001,0.009,4352450.592
0.025,0.0,0.009,4352450.594
0.027,-0.001,0.011,4352450.596
0.026,-0.002,0.011,4352450.598
0.024,-0.001,0.01,4352450.600
0.023,-0.001,0.01,4352450.602
0.021,-0.0,0.009,4352450.604
0.019,0.002,0.009,4352450.606
0.018,0.002,0.008,4352450.608
0.017,0.002,0.008,4352450.610
0.015,0.002,0.01,4352450.612
0.014,0.001,0.011,4352450.614
0.013,0.002,0.01,4352450.616
0.011,0.004,0.01,4352450.618
0.01,0.002,0.008,4352450.620
0.009,0.002,0.008,4352450.622
0.007,0.001,0.008,4352450.624
0.006,0.001,0.008,4352450.626
0.006,-0.0,0.007,4352450.628
0.005,-0.0,0.005,4352450.630
0.005,-0.0,0.006,4352450.632
0.003,0.001,0.006,4352450.634
0.003,0.001,0.006,4352450.636
0.003,-0.0,0.006,4352450.638
0.002,-0.0,0.005,4352450.640
0.001,0.0,0.005,4352450.642
-0.001,0.0,0.006,4352450.644
-0.002,-0.0,0.006,4352450.646
-0.003,0.001,0.006,4352450.648
-0.003,0.001,0.006,4352450.650
-0.004,-0.001,0.005,4352450.651
-0.006,-0.001,0.006,4352450.653
-0.007,-0.0,0.006,4352450.656
-0.009,0.0,0.006,4352450.658
-0.009,0.001,0.004,4352450.659
-0.008,0.002,0.003,4352450.661
-0.006,0.001,0.004,4352450.663
-0.004,0.001,0.003,4352450.665
-0.003,0.001,0.004,4352450.667
-0.002,0.0,0.005,4352450.669
-0.003,-0.0,0.005,4352450.671
-0.004,-0.0,0.004,4352450.673
-0.003,-0.0,0.004,4352450.675
-0.003,-0.001,0.003,4352450.677
-0.003,-0.002,0.004,4352450.679
-0.001,-0.003,0.004,4352450.681
0.0,-0.004,0.002,4352450.683
0.001,-0.004,0.002,4352450.685
0.001,-0.003,0.001,4352450.687
0.0,-0.002,0.001,4352450.689
-0.0,-0.002,0.002,4352450.691
-0.003,-0.002,0.002,4352450.693
-0.006,-0.003,0.001,4352450.695
-0.008,-0.002,0.001,4352450.697
-0.008,-0.002,0.001,4352450.699
-0.007,-0.002,0.002,4352450.701
-0.007,-0.002,0.002,4352450.703
-0.008,-0.001,0.001,4352450.705
-0.007,-0.0,0.001,4352450.707
-0.008,-0.001,0.003,4352450.709
-0.008,-0.0,0.004,4352450.711
-0.006,-0.001,0.002,4352450.713
-0.003,-0.001,0.002,4352450.715
-0.002,-0.002,0.001,4352450.717
-0.001,-0.004,0.001,4352450.719
-0.001,-0.003,0.0,4352450.721
-0.0,-0.004,0.002,4352450.723
0.001,-0.003,0.002,4352450.725
0.002,-0.004,-0.0,4352450.726
0.002,-0.002,-0.0,4352450.728
0.002,-0.001,0.001,4352450.730
0.0,-0.002,0.003,4352450.732
-0.0,-0.003,0.005,4352450.734
-0.001,-0.003,0.005,4352450.736
-0.002,-0.002,0.004,4352450.738
-0.002,-0.001,0.004,4352450.740
-0.002,-0.001,0.004,4352450.742
-0.002,-0.001,0.005,4352450.744
-0.002,-0.001,0.005,4352450.746
-0.001,-0.002,0.005,4352450.748
-0.001,-0.002,0.005,4352450.750
-0.002,-0.001,0.004,4352450.752
-0.003,-0.001,0.004,4352450.754
-0.004,-0.001,0.006,4352450.756
-0.005,-0.001,0.005,4352450.758
-0.006,-0.001,0.004,4352450.760
-0.008,-0.001,0.005,4352450.762
-0.007,-0.0,0.006,4352450.764
-0.008,-0.001,0.005,4352450.766
-0.009,-0.001,0.004,4352450.768
-0.008,-0.001,0.004,4352450.770
-0.008,-0.001,0.005,4352450.772
-0.008,-0.002,0.006,4352450.774
-0.007,-0.003,0.006,4352450.776
-0.006,-0.003,0.005,4352450.778
-0.006,-0.003,0.005,4352450.780
-0.006,-0.003,0.004,4352450.782
-0.005,-0.001,0.005,4352450.784
-0.006,-0.0,0.005,4352450.786
-0.007,-0.001,0.006,4352450.788
-0.008,-0.001,0.006,4352450.790
-0.006,0.001,0.006,4352450.792
-0.005,0.001,0.007,4352450.794
-0.006,0.0,0.008,4352450.796
-0.006,-0.0,0.007,4352450.798
-0.005,0.0,0.006,4352450.800
-0.006,-0.0,0.006,4352450.802
-0.009,-0.0,0.006,4352450.804
-0.009,0.001,0.007,4352450.806
-0.008,0.001,0.006,4352450.808
-0.005,-0.001,0.007,4352450.810
-0.005,-0.002,0.006,4352450.811
-0.005,-0.001,0.006,4352450.814
-0.007,-0.0,0.008,4352450.816
-0.007,-0.0,0.007,4352450.818
-0.006,0.0,0.006,4352450.820
-0.005,-0.0,0.006,4352450.822
-0.005,-0.001,0.005,4352450.824
-0.004,-0.002,0.007,4352450.826
-0.004,-0.002,0.007,4352450.828
-0.004,-0.001,0.006,4352450.830
-0.001,-0.002,0.005,4352450.832
0.002,-0.002,0.004,4352450.834
0.004,-0.002,0.004,4352450.836
0.004,-0.001,0.005,4352450.838
0.003,-0.002,0.006,4352450.840
-0.001,-0.001,0.006,4352450.842
-0.004,-0.002,0.004,4352450.844
-0.006,-0.003,0.003,4352450.846
-0.006,-0.003,0.005,4352450.848
-0.007,-0.002,0.004,4352450.850
-0.006,-0.004,0.005,4352450.852
-0.006,-0.003,0.005,4352450.854
-0.006,-0.003,0.005,4352450.856
-0.006,-0.002,0.004,4352450.858
-0.006,-0.002,0.002,4352450.860
-0.006,-0.004,0.001,4352450.862
-0.007,-0.003,0.001,4352450.864
-0.007,-0.003,0.001,4352450.866
-0.01,-0.004,0.001,4352450.868
-0.009,-0.004,0.0,4352450.870
-0.009,-0.004,-0.0,4352450.872
-0.007,-0.005,-0.001,4352450.874
-0.006,-0.004,-0.001,4352450.876
-0.007,-0.004,-0.001,4352450.878
-0.006,-0.004,0.0,4352450.880
-0.006,-0.005,0.0,4352450.882
-0.005,-0.006,-0.001,4352450.884
-0.005,-0.006,-0.001,4352450.886
-0.006,-0.008,-0.002,4352450.888
-0.007,-0.008,-0.002,4352450.890
-0.008,-0.007,-0.003,4352450.892
-0.01,-0.008,-0.004,4352450.894
-0.011,-0.007,-0.003,4352450.896
-0.012,-0.007,-0.002,4352450.898
-0.011,-0.007,-0.002,4352450.900
-0.01,-0.007,-0.002,4352450.902
-0.01,-0.006,-0.003,4352450.904
-0.01,-0.006,-0.001,4352450.906
-0.011,-0.007,-0.001,4352450.908
-0.012,-0.007,-0.001,4352450.910
-0.012,-0.007,-0.002,4352450.912
-0.013,-0.006,-0.002,4352450.914
-0.014,-0.006,-0.001,4352450.916
-0.014,-0.005,-0.001,4352450.919
-0.014,-0.006,-0.002,4352450.921
-0.013,-0.005,-0.002,4352450.923
-0.013,-0.005,-0.002,4352450.925
-0.014,-0.005,-0.002,4352450.927
-0.015,-0.006,-0.002,4352450.929
-0.015,-0.006,-0.001,4352450.931
-0.015,-0.005,-0.001,4352450.933
-0.017,-0.005,-0.001,4352450.935
-0.017,-0.005,-0.0,4352450.937
-0.017,-0.005,-0.0,4352450.938
-0.017,-0.006,-0.001,4352450.940
