x,y,z,ts
-0.048,-0.069,0.946,17224917.415
-0.049,-0.069,0.948,17224917.417
-0.049,-0.067,0.947,17224917.419
-0.048,-0.068,0.945,17224917.420
-0.049,-0.069,0.945,17224917.422
-0.049,-0.069,0.945,17224917.423
-0.051,-0.068,0.943,17224917.425
-0.051,-0.069,0.944,17224917.426
-0.051,-0.068,0.946,17224917.429
-0.051,-0.069,0.946,17224917.431
-0.048,-0.069,0.943,17224917.432
-0.048,-0.067,0.945,17224917.434
-0.048,-0.067,0.943,17224917.435
-0.049,-0.07,0.944,17224917.438
-0.048,-0.07,0.943,17224917.439
-0.047,-0.071,0.942,17224917.441
-0.047,-0.072,0.943,17224917.443
-0.047,-0.072,0.943,17224917.445
-0.047,-0.071,0.945,17224917.448
-0.046,-0.069,0.946,17224917.449
-0.047,-0.069,0.947,17224917.451
-0.048,-0.068,0.946,17224917.453
-0.049,-0.069,0.946,17224917.455
-0.05,-0.067,0.947,17224917.458
-0.05,-0.068,0.947,17224917.459
-0.05,-0.068,0.946,17224917.461
-0.048,-0.069,0.947,17224917.463
-0.047,-0.07,0.948,17224917.465
-0.047,-0.071,0.947,17224917.468
-0.047,-0.073,0.948,17224917.469
-0.049,-0.073,0.948,17224917.471
-0.048,-0.072,0.945,17224917.473
-0.048,-0.072,0.946,17224917.475
-0.049,-0.07,0.947,17224917.477
-0.047,-0.069,0.948,17224917.479
-0.048,-0.069,0.948,17224917.481
-0.048,-0.069,0.947,17224917.483
-0.049,-0.069,0.948,17224917.485
-0.049,-0.07,0.945,17224917.488
-0.048,-0.071,0.946,17224917.489
-0.048,-0.071,0.948,17224917.491
-0.05,-0.07,0.949,17224917.493
-0.049,-0.071,0.946,17224917.495
-0.047,-0.069,0.944,17224917.497
-0.048,-0.069,0.943,17224917.499
-0.047,-0.069,0.942,17224917.501
-0.048,-0.07,0.942,17224917.503
-0.05,-0.068,0.944,17224917.505
-0.05,-0.069,0.946,17224917.507
-0.05,-0.068,0.946,17224917.509
-0.049,-0.07,0.947,17224917.511
-0.05,-0.07,0.948,17224917.513
-0.048,-0.069,0.946,17224917.515
-0.048,-0.07,0.947,17224917.517
-0.047,-0.07,0.946,17224917.519
-0.047,-0.069,0.946,17224917.521
-0.048,-0.068,0.946,17224917.523
-0.05,-0.069,0.946,17224917.525
-0.051,-0.07,0.944,17224917.528
-0.05,-0.068,0.943,17224917.529
-0.048,-0.068,0.94,17224917.531
-0.047,-0.068,0.941,17224917.533
-0.047,-0.068,0.944,17224917.535
-0.05,-0.068,0.945,17224917.538
-0.049,-0.069,0.946,17224917.539
-0.049,-0.07,0.945,17224917.541
-0.049,-0.069,0.945,17224917.543
-0.047,-0.07,0.945,17224917.545
-0.048,-0.07,0.945,17224917.548
-0.047,-0.07,0.945,17224917.549
-0.049,-0.07,0.946,17224917.551
-0.05,-0.069,0.946,17224917.553
-0.05,-0.07,0.945,17224917.555
-0.049,-0.069,0.944,17224917.557
-0.048,-0.068,0.947,17224917.559
-0.048,-0.069,0.946,17224917.561
-0.049,-0.069,0.946,17224917.563
-0.047,-0.068,0.946,17224917.565
-0.046,-0.067,0.947,17224917.568
-0.046,-0.068,0.947,17224917.569
-0.046,-0.069,0.944,17224917.571
-0.045,-0.069,0.945,17224917.573
-0.047,-0.07,0.946,17224917.575
-0.048,-0.069,0.948,17224917.578
-0.047,-0.069,0.948,17224917.579
-0.047,-0.068,0.949,17224917.581
-0.047,-0.067,0.947,17224917.583
-0.047,-0.067,0.947,17224917.585
-0.048,-0.068,0.948,17224917.588
-0.047,-0.066,0.948,17224917.589
-0.047,-0.065,0.948,17224917.591
-0.049,-0.066,0.948,17224917.593
-0.049,-0.067,0.947,17224917.595
-0.049,-0.067,0.948,17224917.598
-0.049,-0.066,0.949,17224917.599
-0.048,-0.067,0.95,17224917.601
-0.049,-0.069,0.947,17224917.603
-0.049,-0.069,0.947,17224917.605
-0.05,-0.069,0.947,17224917.608
-0.049,-0.07,0.947,17224917.609
-0.048,-0.068,0.947,17224917.611
-0.049,-0.068,0.949,17224917.613
-0.049,-0.068,0.949,17224917.615
-0.049,-0.068,0.948,17224917.618
-0.049,-0.068,0.947,17224917.619
-0.049,-0.069,0.948,17224917.621
-0.048,-0.068,0.949,17224917.623
-0.05,-0.068,0.949,17224917.625
-0.051,-0.068,0.947,17224917.628
-0.049,-0.07,0.945,17224917.629
-0.049,-0.069,0.947,17224917.631
-0.05,-0.068,0.945,17224917.633
-0.049,-0.068,0.947,17224917.635
-0.049,-0.068,0.948,17224917.638
-0.049,-0.069,0.947,17224917.639
-0.048,-0.069,0.948,17224917.641
-0.047,-0.067,0.949,17224917.643
-0.048,-0.068,0.948,17224917.645
-0.048,-0.067,0.948,17224917.648
-0.047,-0.067,0.948,17224917.649
-0.048,-0.067,0.948,17224917.651
-0.047,-0.069,0.946,17224917.653
-0.049,-0.07,0.947,17224917.655
-0.05,-0.068,0.945,17224917.658
-0.05,-0.068,0.944,17224917.659
-0.049,-0.068,0.944,17224917.661
-0.049,-0.067,0.942,17224917.663
-0.049,-0.067,0.945,17224917.665
-0.048,-0.067,0.946,17224917.668
-0.048,-0.069,0.945,17224917.669
-0.049,-0.069,0.945,17224917.671
-0.048,-0.069,0.946,17224917.673
-0.046,-0.068,0.946,17224917.675
-0.045,-0.069,0.945,17224917.678
-0.048,-0.07,0.946,17224917.679
-0.048,-0.068,0.945,17224917.681
-0.048,-0.067,0.947,17224917.683
-0.049,-0.067,0.948,17224917.686
-0.047,-0.068,0.948,17224917.688
-0.046,-0.067,0.949,17224917.690
-0.046,-0.067,0.946,17224917.692
-0.046,-0.068,0.947,17224917.694
-0.047,-0.067,0.947,17224917.696
-0.048,-0.067,0.948,17224917.698
-0.048,-0.067,0.947,17224917.701
-0.048,-0.069,0.945,17224917.703
-0.047,-0.069,0.947,17224917.705
-0.049,-0.068,0.951,17224917.707
-0.049,-0.069,0.95,17224917.709
-0.049,-0.069,0.949,17224917.711
-0.049,-0.069,0.947,17224917.713
-0.048,-0.069,0.945,17224917.716
-0.048,-0.068,0.946,17224917.718
-0.047,-0.068,0.946,17224917.720
-0.047,-0.069,0.947,17224917.722
-0.048,-0.069,0.947,17224917.724
-0.048,-0.07,0.947,17224917.726
-0.049,-0.071,0.947,17224917.728
-0.049,-0.07,0.947,17224917.730
-0.046,-0.069,0.947,17224917.733
-0.047,-0.067,0.946,17224917.735
-0.047,-0.067,0.945,17224917.737
-0.047,-0.069,0.945,17224917.739
-0.048,-0.07,0.946,17224917.741
-0.047,-0.068,0.948,17224917.743
-0.047,-0.07,0.949,17224917.745
-0.049,-0.07,0.947,17224917.747
-0.048,-0.071,0.946,17224917.750
-0.049,-0.07,0.948,17224917.752
-0.048,-0.068,0.947,17224917.754
-0.05,-0.067,0.947,17224917.756
-0.05,-0.066,0.947,17224917.758
-0.05,-0.066,0.948,17224917.760
-0.051,-0.068,0.95,17224917.762
-0.051,-0.068,0.95,17224917.765
-0.051,-0.067,0.949,17224917.767
-0.05,-0.069,0.949,17224917.769
-0.05,-0.069,0.948,17224917.771
-0.048,-0.071,0.947,17224917.773
-0.048,-0.068,0.949,17224917.775
-0.049,-0.068,0.948,17224917.777
-0.051,-0.066,0.946,17224917.780
-0.05,-0.067,0.947,17224917.782
-0.05,-0.069,0.948,17224917.784
-0.05,-0.069,0.949,17224917.786
-0.05,-0.069,0.949,17224917.788
-0.051,-0.069,0.949,17224917.790
-0.049,-0.068,0.948,17224917.792
-0.047,-0.069,0.947,17224917.794
-0.046,-0.07,0.946,17224917.796
-0.048,-0.069,0.947,17224917.798
-0.05,-0.07,0.945,17224917.800
-0.049,-0.07,0.948,17224917.802
-0.048,-0.07,0.948,17224917.804
-0.048,-0.069,0.951,17224917.806
-0.048,-0.069,0.95,17224917.808
-0.047,-0.067,0.949,17224917.810
-0.047,-0.068,0.95,17224917.812
-0.047,-0.071,0.95,17224917.814
-0.048,-0.071,0.953,17224917.816
-0.047,-0.069,0.951,17224917.818
-0.047,-0.07,0.95,17224917.820
-0.048,-0.07,0.95,17224917.822
-0.049,-0.071,0.949,17224917.824
-0.048,-0.071,0.95,17224917.826
-0.049,-0.071,0.946,17224917.828
-0.049,-0.07,0.947,17224917.830
-0.048,-0.071,0.947,17224917.832
-0.05,-0.07,0.946,17224917.834
-0.051,-0.069,0.946,17224917.836
-0.05,-0.07,0.945,17224917.838
-0.049,-0.07,0.943,17224917.840
-0.048,-0.069,0.941,17224917.842
-0.049,-0.07,0.942,17224917.844
-0.05,-0.07,0.944,17224917.846
-0.05,-0.07,0.945,17224917.848
-0.05,-0.07,0.944,17224917.850
-0.05,-0.07,0.946,17224917.852
-0.048,-0.069,0.946,17224917.854
-0.047,-0.069,0.945,17224917.856
-0.047,-0.069,0.946,17224917.858
-0.048,-0.069,0.947,17224917.860
