x,y,z,ts
-0.533,-0.165,0.792,40798728.747
-0.531,-0.176,0.792,40798728.751
-0.532,-0.18,0.79,40798728.755
-0.534,-0.183,0.79,40798728.759
-0.536,-0.186,0.787,40798728.763
-0.539,-0.192,0.787,40798728.767
-0.548,-0.196,0.785,40798728.771
-0.562,-0.197,0.785,40798728.775
-0.575,-0.195,0.785,40798728.779
-0.582,-0.191,0.787,40798728.783
-0.591,-0.188,0.789,40798728.787
-0.602,-0.181,0.793,40798728.791
-0.609,-0.171,0.801,40798728.795
-0.611,-0.163,0.806,40798728.799
-0.612,-0.156,0.81,40798728.803
-0.613,-0.151,0.814,40798728.807
-0.614,-0.141,0.825,40798728.811
-0.614,-0.126,0.826,40798728.815
-0.609,-0.117,0.828,40798728.819
-0.604,-0.115,0.83,40798728.823
-0.6,-0.111,0.829,40798728.827
-0.6,-0.108,0.833,40798728.831
-0.595,-0.103,0.831,40798728.835
-0.585,-0.101,0.827,40798728.839
-0.575,-0.104,0.827,40798728.843
-0.566,-0.107,0.826,40798728.847
-0.557,-0.105,0.821,40798728.851
-0.543,-0.102,0.812,40798728.854
-0.529,-0.106,0.806,40798728.859
-0.52,-0.112,0.803,40798728.863
-0.515,-0.119,0.799,40798728.867
-0.512,-0.123,0.795,40798728.871
-0.509,-0.126,0.788,40798728.875
-0.509,-0.137,0.787,40798728.878
-0.515,-0.152,0.789,40798728.883
-0.521,-0.157,0.785,40798728.887
-0.526,-0.161,0.785,40798728.891
-0.531,-0.162,0.784,40798728.895
-0.537,-0.168,0.786,40798728.899
-0.545,-0.171,0.791,40798728.903
-0.556,-0.167,0.794,40798728.907
-0.564,-0.161,0.795,40798728.911
-0.565,-0.156,0.797,40798728.915
-0.571,-0.15,0.8,40798728.919
-0.578,-0.144,0.799,40798728.923
-0.581,-0.138,0.798,40798728.927
-0.584,-0.13,0.796,40798728.931
-0.581,-0.123,0.79,40798728.935
-0.58,-0.12,0.788,40798728.939
-0.581,-0.11,0.78,40798728.943
-0.581,-0.097,0.772,40798728.947
-0.581,-0.09,0.765,40798728.951
-0.579,-0.082,0.762,40798728.955
-0.582,-0.078,0.756,40798728.958
-0.588,-0.074,0.755,40798728.963
-0.591,-0.071,0.752,40798728.967
-0.594,-0.067,0.751,40798728.971
-0.596,-0.073,0.748,40798728.975
-0.602,-0.077,0.745,40798728.979
-0.611,-0.076,0.742,40798728.983
-0.616,-0.072,0.741,40798728.987
-0.621,-0.075,0.742,40798728.991
-0.628,-0.081,0.738,40798728.995
-0.638,-0.086,0.738,40798728.999
-0.65,-0.082,0.739,40798729.003
-0.656,-0.076,0.741,40798729.007
-0.661,-0.077,0.743,40798729.011
-0.666,-0.079,0.747,40798729.015
-0.672,-0.076,0.751,40798729.019
-0.673,-0.07,0.758,40798729.023
-0.675,-0.065,0.757,40798729.027
-0.671,-0.062,0.755,40798729.031
-0.671,-0.062,0.761,40798729.035
-0.67,-0.059,0.768,40798729.039
-0.667,-0.055,0.769,40798729.043
-0.66,-0.052,0.77,40798729.046
-0.654,-0.053,0.766,40798729.051
-0.651,-0.054,0.765,40798729.054
-0.647,-0.049,0.761,40798729.059
-0.641,-0.044,0.755,40798729.063
-0.637,-0.043,0.751,40798729.067
-0.635,-0.054,0.75,40798729.071
-0.637,-0.061,0.746,40798729.075
-0.641,-0.064,0.745,40798729.079
-0.641,-0.064,0.737,40798729.083
-0.636,-0.069,0.74,40798729.087
-0.636,-0.075,0.738,40798729.091
-0.636,-0.077,0.734,40798729.094
-0.636,-0.074,0.731,40798729.099
-0.634,-0.074,0.726,40798729.103
-0.632,-0.081,0.723,40798729.107
-0.636,-0.086,0.725,40798729.111
-0.637,-0.091,0.73,40798729.115
-0.644,-0.095,0.732,40798729.119
-0.649,-0.093,0.734,40798729.123
-0.644,-0.1,0.735,40798729.127
-0.64,-0.104,0.74,40798729.131
-0.636,-0.101,0.744,40798729.135
-0.628,-0.094,0.744,40798729.139
-0.62,-0.089,0.737,40798729.142
-0.612,-0.09,0.733,40798729.147
-0.609,-0.084,0.728,40798729.151
-0.605,-0.078,0.725,40798729.155
-0.599,-0.073,0.722,40798729.159
-0.594,-0.073,0.716,40798729.163
-0.595,-0.077,0.715,40798729.167
-0.597,-0.077,0.713,40798729.171
-0.598,-0.076,0.707,40798729.175
-0.596,-0.077,0.699,40798729.179
-0.595,-0.083,0.691,40798729.183
-0.599,-0.091,0.691,40798729.187
-0.603,-0.095,0.691,40798729.191
-0.604,-0.098,0.687,40798729.195
-0.603,-0.105,0.687,40798729.199
-0.603,-0.116,0.685,40798729.203
-0.605,-0.125,0.687,40798729.207
-0.608,-0.128,0.685,40798729.211
-0.604,-0.126,0.684,40798729.215
-0.6,-0.132,0.682,40798729.219
-0.598,-0.14,0.68,40798729.223
-0.6,-0.143,0.683,40798729.227
-0.603,-0.142,0.681,40798729.231
-0.601,-0.143,0.681,40798729.235
-0.596,-0.151,0.685,40798729.239
-0.594,-0.157,0.689,40798729.243
-0.592,-0.159,0.69,40798729.247
-0.586,-0.159,0.688,40798729.251
-0.58,-0.157,0.688,40798729.255
-0.579,-0.162,0.69,40798729.259
-0.579,-0.168,0.692,40798729.263
-0.582,-0.164,0.696,40798729.267
-0.582,-0.163,0.698,40798729.271
-0.58,-0.163,0.695,40798729.275
-0.581,-0.166,0.695,40798729.279
-0.586,-0.167,0.695,40798729.283
-0.593,-0.161,0.693,40798729.287
-0.595,-0.157,0.69,40798729.291
-0.597,-0.156,0.683,40798729.294
-0.601,-0.158,0.683,40798729.299
-0.607,-0.157,0.683,40798729.303
-0.611,-0.158,0.679,40798729.307
-0.615,-0.158,0.676,40798729.310
-0.62,-0.164,0.675,40798729.315
-0.628,-0.172,0.67,40798729.319
-0.633,-0.172,0.668,40798729.323
-0.64,-0.167,0.669,40798729.327
-0.648,-0.177,0.664,40798729.331
-0.654,-0.198,0.661,40798729.335
