rssi,ts,anchor
-71,40798378.3000000,1002110047
-85,40798378.5300000,1002110045
-91,40798379.0000000,1002110077
-81,40798380.5999999,1002110041
-80,40798380.8099999,1002110014
-72,40798381.0200000,1002110040
-85,40798381.4700000,1002110033
-75,40798381.5899999,1002110042
-74,40798381.7300000,1002110040
-81,40798382.0100000,1002110041
-87,40798382.3000000,1002110079
-74,40798382.4300001,1002110040
-92,40798382.8499999,1002120002
-83,40798382.9300001,1002110010
-77,40798383.2400000,1002110013
-69,40798385.6600001,1002110035
-83,40798386.3199999,1002110011
-91,40798386.5300000,1002110012
-78,40798387.1099999,1002110032
-77,40798387.2600000,1002120005
-77,40798387.3699999,1002110040
-79,40798387.4700000,1002110013
-81,40798387.4800000,1002110015
-80,40798387.5000000,1002110076
-87,40798388.1500001,1002110029
-78,40798388.1600001,1002110077
-74,40798388.7000000,1002110030
-71,40798389.1900001,1002110035
-83,40798389.2700000,1002110054
-75,40798389.6500001,1002110055
-73,40798389.9400001,1002110033
-73,40798390.1199999,1002110030
-69,40798390.9800000,1002110077
-65,40798391.3499999,1002110032
-70,40798391.6900001,1002110077
-71,40798391.7600000,1002110055
-87,40798391.8499999,1002110016
-73,40798392.0300000,1002110078
-75,40798392.0899999,1002110014
-78,40798392.2300000,1002110030
-70,40798392.7500000,1002110032
-67,40798392.7600000,1002110033
-66,40798393.1700001,1002110055
-79,40798393.4500000,1002110078
-82,40798393.5699999,1002110079
-72,40798393.8099999,1002110077
-71,40798393.8299999,1002110015
-73,40798394.1500001,1002110078
-86,40798394.1600001,1002110032
-83,40798394.2500000,1002110017
-77,40798394.5500000,1002110076
-89,40798394.7600000,1002110011
-91,40798395.0400000,1002110023
-80,40798395.2000000,1002110029
-69,40798395.3699999,1002110056
-79,40798395.5300000,1002110035
-70,40798395.5699999,1002110033
-77,40798395.5699999,1002110032
-81,40798395.9600000,1002110076
-79,40798396.2300000,1002110035
-80,40798396.2600000,1002110078
-69,40798396.3199999,1002110014
-75,40798396.4700000,1002110030
-71,40798396.9800000,1002110033
-87,40798397.3699999,1002110076
-78,40798397.7200000,1002110014
-77,40798397.8699999,1002110030
-80,40798398.0300000,1002110029
-71,40798398.0400000,1002110077
-71,40798398.3900001,1002110033
-85,40798398.5000000,1002110079
-84,40798398.7500000,1002110077
-74,40798398.7800000,1002110015
-90,40798398.9900000,1002110011
-86,40798399.2000000,1002110079
-75,40798400.6900001,1002110030
-72,40798400.8399999,1002110029
-70,40798400.8399999,1002110029
-89,40798401.1400001,1002110070
-88,40798401.2100000,1002120007
-73,40798401.2600000,1002110014
-80,40798401.5500000,1002110029
-93,40798401.6800001,1002120003
-83,40798401.7200000,1002110056
-79,40798402.0999999,1002110030
-82,40798402.2500000,1002110029
-74,40798402.4400001,1002110016
-82,40798402.5200000,1002110057
-82,40798402.5500000,1002110063
-89,40798402.6199999,1002120007
-83,40798402.7100000,1002110017
-77,40798404.0799999,1002110014
-82,40798404.7900000,1002110014
-78,40798405.2500000,1002110056
-85,40798405.7800000,1002110029
-85,40798406.5999999,1002110024
-71,40798406.6600001,1002110016
-83,40798406.6600001,1002110028
-73,40798406.9300001,1002110062
-86,40798407.2400000,1002110015
-81,40798407.6300001,1002110062
-85,40798407.8699999,1002110020
-87,40798408.6500001,1002110022
-83,40798408.6800001,1002110026
-81,40798408.8900001,1002110063
-83,40798409.0100000,1002110014
-86,40798409.3399999,1002110018
-75,40798409.3399999,1002110018
-86,40798409.3499999,1002110015
-89,40798410.0000000,1002110013
-83,40798410.7500000,1002110022
-69,40798410.8900001,1002110028
-73,40798411.1600001,1002110062
-83,40798411.4600000,1002110015
-67,40798412.3000000,1002110028
-85,40798412.4400001,1002110035
-88,40798412.5100000,1002110032
-66,40798413.0100000,1002110028
-85,40798413.9600000,1002110017
-70,40798413.9900000,1002110062
-81,40798415.3699999,1002110017
-80,40798415.7300000,1002110026
-74,40798416.3800001,1002110018
-79,40798416.7500000,1002120007
-74,40798416.8000000,1002110062
-80,40798417.1400001,1002110026
-76,40798417.2300000,1002120004
-83,40798417.2900000,1002110019
-62,40798418.0599999,1002110063
-73,40798418.5000000,1002110018
-81,40798420.0599999,1002120004
-85,40798420.2800000,1002110017
-80,40798420.8800001,1002110063
-89,40798420.8900001,1002110035
-79,40798421.9600000,1002110020
-75,40798422.0599999,1002110025
-68,40798422.5100000,1002110023
-87,40798423.5699999,1002120004
-82,40798424.0400000,1002110068
-83,40798424.1300001,1002110018
-84,40798425.2100000,1002120007
-71,40798425.3299999,1002110023
-63,40798426.7400000,1002110023
-68,40798426.9800000,1002110025
-67,40798427.0400000,1002110024
-67,40798427.7200000,1002110066
-80,40798427.7900000,1002120004
