x,y,z,ts
3.411,-9.156,19.748,17357203.223
5.96,-16.84,35.547,17357203.225
8.0,-22.987,48.366,17357203.226
9.631,-27.905,58.621,17357203.228
10.937,-31.839,66.824,17357203.229
11.981,-34.986,73.387,17357203.231
12.816,-37.504,78.638,17357203.232
13.485,-39.519,82.838,17357203.234
14.199,-40.95,86.019,17357203.237
14.77,-42.096,88.564,17357203.238
15.227,-43.012,90.599,17357203.240
15.593,-43.746,92.228,17357203.241
15.885,-44.332,93.531,17357203.243
16.478,-44.622,94.394,17357203.245
16.953,-44.854,95.084,17357203.247
17.332,-45.039,95.636,17357203.249
17.636,-45.187,96.078,17357203.251
17.879,-45.306,96.431,17357203.253
17.535,-45.76,96.714,17357203.255
17.259,-46.123,96.94,17357203.257
17.039,-46.414,97.121,17357203.259
16.863,-46.646,97.266,17357203.261
16.722,-46.832,97.381,17357203.263
16.789,-47.16,97.474,17357203.265
16.842,-47.423,97.548,17357203.267
16.885,-47.633,97.607,17357203.269
16.919,-47.801,97.655,17357203.271
16.946,-47.936,97.693,17357203.273
17.148,-47.325,97.903,17357203.275
17.309,-46.837,98.071,17357203.277
17.438,-46.446,98.205,17357203.279
17.541,-46.133,98.312,17357203.281
17.623,-45.883,98.398,17357203.283
17.689,-46.222,98.467,17357203.285
17.742,-46.492,98.522,17357203.287
17.784,-46.709,98.566,17357203.289
17.818,-46.882,98.601,17357203.291
17.845,-47.021,98.63,17357203.293
17.328,-47.312,98.293,17357203.295
16.914,-47.544,98.024,17357203.297
16.584,-47.73,97.808,17357203.299
16.319,-47.879,97.636,17357203.301
16.107,-47.998,97.498,17357203.303
16.656,-47.913,97.747,17357203.305
17.095,-47.846,97.946,17357203.307
17.446,-47.792,98.105,17357203.309
17.727,-47.749,98.233,17357203.311
17.952,-47.714,98.335,17357203.313
17.413,-47.507,98.596,17357203.315
16.983,-47.341,98.804,17357203.317
16.638,-47.208,98.972,17357203.319
16.363,-47.102,99.105,17357203.321
16.142,-47.018,99.212,17357203.323
15.786,-47.129,98.939,17357203.325
15.501,-47.219,98.72,17357203.327
15.274,-47.29,98.545,17357203.329
15.091,-47.347,98.405,17357203.331
14.946,-47.393,98.293,17357203.333
15.547,-47.789,98.203,17357203.335
16.028,-48.105,98.131,17357203.337
16.413,-48.358,98.074,17357203.339
16.721,-48.561,98.028,17357203.341
16.968,-48.723,97.991,17357203.343
16.626,-48.673,97.782,17357203.345
16.353,-48.633,97.615,17357203.347
16.134,-48.601,97.482,17357203.349
15.96,-48.576,97.375,17357203.351
15.82,-48.555,97.289,17357203.353
15.528,-48.18,97.4,17357203.355
15.295,-47.879,97.489,17357203.357
15.109,-47.639,97.56,17357203.359
14.959,-47.447,97.617,17357203.361
14.84,-47.293,97.663,17357203.363
15.463,-47.529,97.699,17357203.365
15.961,-47.718,97.728,17357203.367
16.359,-47.869,97.751,17357203.369
16.678,-47.99,97.77,17357203.371
16.933,-48.087,97.785,17357203.373
16.598,-48.164,97.438,17357203.375
16.331,-48.226,97.16,17357203.377
16.117,-48.275,96.938,17357203.379
15.945,-48.315,96.76,17357203.381
15.808,-48.347,96.618,17357203.383
16.058,-48.013,97.222,17357203.385
16.257,-47.746,97.706,17357203.387
16.417,-47.532,98.093,17357203.389
16.545,-47.362,98.402,17357203.391
16.647,-47.225,98.65,17357203.393
16.549,-47.475,98.668,17357203.395
16.471,-47.674,98.683,17357203.397
16.408,-47.834,98.695,17357203.399
16.358,-47.962,98.704,17357203.401
16.318,-48.064,98.712,17357203.403
16.466,-48.326,98.538,17357203.405
16.584,-48.535,98.4,17357203.407
16.678,-48.702,98.289,17357203.409
16.753,-48.836,98.2,17357203.411
16.814,-48.943,98.129,17357203.413
16.683,-49.029,98.251,17357203.415
16.578,-49.097,98.35,17357203.417
16.494,-49.152,98.428,17357203.419
16.427,-49.196,98.491,17357203.421
16.373,-49.231,98.541,17357203.423
16.15,-49.079,98.761,17357203.425
15.972,-48.958,98.937,17357203.427
15.83,-48.861,99.077,17357203.429
15.716,-48.784,99.19,17357203.431
15.625,-48.722,99.28,17357203.433
15.552,-49.031,99.172,17357203.435
15.493,-49.279,99.086,17357203.438
15.447,-49.477,99.017,17357203.440
15.409,-49.635,98.962,17357203.442
15.38,-49.762,98.918,17357203.444
15.715,-49.325,98.524,17357203.446
15.983,-48.975,98.209,17357203.448
16.197,-48.695,97.956,17357203.451
16.369,-48.471,97.754,17357203.453
16.327,-48.292,97.772,17357203.455
16.293,-48.149,97.787,17357203.457
16.266,-48.034,97.798,17357203.459
16.244,-47.943,97.808,17357203.462
16.227,-47.869,97.815,17357203.464
16.213,-47.811,97.821,17357203.466
16.202,-47.764,97.826,17357203.468
16.193,-47.726,97.829,17357203.470
16.186,-47.696,97.832,17357203.473
16.18,-47.313,97.835,17357203.475
16.355,-47.006,98.375,17357203.477
16.495,-46.761,98.808,17357203.479
16.607,-46.565,99.154,17357203.482
16.697,-46.408,99.43,17357203.484
16.41,-46.821,99.293,17357203.486
16.18,-47.152,99.183,17357203.488
15.996,-47.416,99.095,17357203.490
15.849,-47.627,99.024,17357203.492
15.731,-47.797,98.968,17357203.494
15.637,-47.752,98.743,17357203.497
15.562,-47.717,98.563,17357203.499
