x,y,z,ts
0.014,0.023,0.991,17357203.223
0.014,0.025,0.992,17357203.225
0.016,0.025,0.993,17357203.226
0.016,0.027,0.993,17357203.228
0.017,0.028,0.994,17357203.229
0.016,0.027,0.994,17357203.231
0.015,0.026,0.994,17357203.232
0.015,0.025,0.993,17357203.234
0.016,0.024,0.992,17357203.237
0.016,0.024,0.991,17357203.238
0.017,0.025,0.99,17357203.240
0.015,0.024,0.99,17357203.241
0.014,0.024,0.991,17357203.243
0.015,0.024,0.994,17357203.245
0.015,0.025,0.996,17357203.247
0.014,0.025,0.997,17357203.249
0.015,0.024,0.994,17357203.251
0.014,0.024,0.995,17357203.253
0.014,0.023,0.994,17357203.255
0.015,0.023,0.996,17357203.257
0.015,0.023,0.995,17357203.259
0.015,0.023,0.993,17357203.261
0.016,0.024,0.992,17357203.263
0.015,0.025,0.991,17357203.265
0.016,0.024,0.992,17357203.267
0.017,0.024,0.99,17357203.269
0.017,0.025,0.991,17357203.271
0.015,0.025,0.992,17357203.273
0.015,0.024,0.992,17357203.275
0.015,0.025,0.991,17357203.277
0.015,0.026,0.993,17357203.279
0.015,0.026,0.995,17357203.281
0.015,0.025,0.994,17357203.283
0.014,0.024,0.996,17357203.285
0.013,0.023,0.996,17357203.287
0.013,0.023,0.995,17357203.289
0.012,0.026,0.996,17357203.291
0.013,0.026,0.998,17357203.293
0.015,0.026,0.997,17357203.295
0.014,0.026,0.994,17357203.297
0.013,0.026,0.994,17357203.299
0.012,0.027,0.994,17357203.301
0.013,0.027,0.996,17357203.303
0.014,0.025,0.995,17357203.305
0.016,0.026,0.996,17357203.307
0.016,0.025,0.992,17357203.309
0.015,0.025,0.992,17357203.311
0.015,0.025,0.993,17357203.313
0.015,0.025,0.997,17357203.315
0.014,0.025,0.996,17357203.317
0.013,0.025,0.993,17357203.319
0.012,0.024,0.994,17357203.321
0.014,0.024,0.993,17357203.323
0.014,0.025,0.991,17357203.325
0.014,0.026,0.992,17357203.327
0.015,0.024,0.995,17357203.329
0.016,0.024,0.996,17357203.331
0.016,0.023,0.994,17357203.333
0.015,0.025,0.994,17357203.335
0.016,0.025,0.994,17357203.337
0.016,0.025,0.997,17357203.339
0.015,0.025,0.995,17357203.341
0.013,0.025,0.994,17357203.343
0.012,0.026,0.996,17357203.345
0.015,0.027,0.995,17357203.347
0.015,0.026,0.994,17357203.349
0.013,0.026,0.993,17357203.351
0.014,0.025,0.994,17357203.353
0.014,0.024,0.995,17357203.355
0.015,0.024,0.995,17357203.357
0.014,0.024,0.996,17357203.359
0.015,0.024,0.994,17357203.361
0.015,0.023,0.995,17357203.363
0.016,0.023,0.995,17357203.365
0.017,0.023,0.996,17357203.367
0.015,0.023,0.997,17357203.369
0.015,0.022,0.997,17357203.371
0.016,0.022,0.996,17357203.373
0.015,0.023,0.993,17357203.375
0.014,0.025,0.996,17357203.377
0.014,0.025,0.996,17357203.379
0.013,0.024,0.993,17357203.381
0.014,0.024,0.994,17357203.383
0.015,0.024,0.995,17357203.385
0.016,0.024,0.995,17357203.387
0.015,0.025,0.996,17357203.389
0.014,0.022,0.998,17357203.391
0.013,0.022,0.997,17357203.393
0.015,0.023,0.997,17357203.395
0.015,0.024,0.995,17357203.397
0.015,0.025,0.993,17357203.399
0.014,0.025,0.994,17357203.401
0.014,0.025,0.993,17357203.403
0.016,0.025,0.994,17357203.405
0.017,0.026,0.994,17357203.407
0.017,0.026,0.994,17357203.409
0.016,0.026,0.993,17357203.411
0.016,0.026,0.992,17357203.413
0.015,0.026,0.993,17357203.415
0.014,0.025,0.992,17357203.417
0.015,0.023,0.992,17357203.419
0.015,0.023,0.992,17357203.421
0.014,0.024,0.992,17357203.423
0.015,0.025,0.993,17357203.425
0.015,0.024,0.995,17357203.427
0.014,0.025,0.997,17357203.429
0.015,0.025,0.994,17357203.431
0.015,0.025,0.997,17357203.433
0.016,0.026,0.997,17357203.435
0.017,0.025,0.996,17357203.438
0.015,0.025,0.993,17357203.440
0.016,0.027,0.998,17357203.442
0.017,0.028,0.997,17357203.444
0.016,0.027,0.997,17357203.446
0.016,0.025,0.997,17357203.448
0.017,0.026,0.994,17357203.451
0.016,0.024,0.994,17357203.453
0.016,0.024,0.995,17357203.455
0.015,0.025,0.996,17357203.457
0.015,0.025,0.996,17357203.459
0.015,0.024,0.994,17357203.462
0.014,0.025,0.996,17357203.464
0.014,0.024,0.997,17357203.466
0.015,0.024,0.997,17357203.468
0.016,0.025,0.997,17357203.470
0.014,0.025,0.998,17357203.473
0.013,0.024,0.997,17357203.475
0.013,0.024,0.993,17357203.477
0.014,0.023,0.993,17357203.479
0.014,0.024,0.997,17357203.482
0.014,0.024,0.997,17357203.484
0.015,0.025,0.995,17357203.486
0.013,0.025,0.993,17357203.488
0.015,0.025,0.994,17357203.490
0.015,0.025,0.995,17357203.492
0.015,0.024,0.995,17357203.494
0.013,0.024,0.995,17357203.497
0.014,0.025,0.997,17357203.499
0.015,0.026,0.997,17357203.501
0.015,0.024,0.995,17357203.503
0.015,0.023,0.994,17357203.505
0.013,0.024,0.995,17357203.507
0.013,0.022,0.994,17357203.510
0.013,0.023,0.994,17357203.512
0.014,0.024,0.996,17357203.514
0.014,0.024,0.994,17357203.516
0.015,0.025,0.995,17357203.518
0.016,0.026,0.997,17357203.520
0.017,0.028,0.997,17357203.522
0.016,0.028,0.995,17357203.524
0.015,0.027,0.996,17357203.527
0.014,0.025,0.996,17357203.529
0.015,0.025,0.999,17357203.531
0.016,0.025,0.998,17357203.533
0.014,0.024,0.998,17357203.534
0.014,0.024,0.996,17357203.536
0.013,0.024,0.996,17357203.538
0.014,0.025,0.996,17357203.540
0.016,0.026,0.994,17357203.542
0.017,0.025,0.993,17357203.544
0.016,0.025,0.994,17357203.546
0.015,0.025,0.993,17357203.548
0.016,0.025,0.995,17357203.549
0.015,0.025,0.997,17357203.551
0.014,0.025,0.998,17357203.553
0.015,0.025,0.997,17357203.555
0.016,0.025,1.0,17357203.557
0.016,0.024,0.997,17357203.559
0.017,0.024,0.998,17357203.561
0.016,0.024,0.997,17357203.563
0.015,0.025,0.996,17357203.565
0.014,0.025,0.996,17357203.567
0.015,0.027,0.997,17357203.568
0.016,0.027,0.994,17357203.570
0.015,0.025,0.992,17357203.572
0.015,0.025,0.995,17357203.574
0.015,0.025,0.994,17357203.576
0.017,0.025,0.994,17357203.578
0.016,0.025,0.996,17357203.580
0.016,0.024,0.998,17357203.582
0.016,0.024,0.997,17357203.583
0.015,0.023,0.995,17357203.585
0.016,0.024,0.993,17357203.587
0.016,0.024,0.994,17357203.589
0.016,0.023,0.994,17357203.591
0.015,0.025,0.993,17357203.593
0.015,0.024,0.994,17357203.595
0.015,0.024,0.996,17357203.597
0.016,0.024,0.997,17357203.599
0.014,0.025,0.997,17357203.600
0.014,0.025,0.996,17357203.602
0.015,0.026,0.995,17357203.604
0.014,0.026,0.995,17357203.606
0.015,0.024,0.996,17357203.608
0.015,0.023,0.998,17357203.610
0.014,0.023,0.996,17357203.612
0.015,0.023,0.995,17357203.614
0.015,0.025,0.993,17357203.616
0.014,0.025,0.993,17357203.618
0.014,0.026,0.992,17357203.619
0.015,0.025,0.994,17357203.622
0.015,0.025,0.995,17357203.623
0.015,0.024,0.997,17357203.625
0.016,0.023,0.995,17357203.627
0.015,0.024,0.996,17357203.629
0.014,0.026,0.994,17357203.631
0.014,0.027,0.995,17357203.633
0.015,0.026,0.995,17357203.635
0.015,0.026,0.997,17357203.637
0.016,0.027,0.995,17357203.639
0.015,0.025,0.994,17357203.641
0.014,0.025,0.996,17357203.643
0.015,0.025,0.998,17357203.645
0.016,0.026,1.0,17357203.647
0.015,0.025,0.997,17357203.649
0.015,0.023,0.997,17357203.651
0.015,0.024,0.997,17357203.653
0.016,0.024,0.997,17357203.655
0.016,0.025,0.998,17357203.657
0.016,0.025,0.997,17357203.659
0.015,0.025,0.995,17357203.661
0.014,0.026,0.994,17357203.663
0.015,0.026,0.996,17357203.665
0.015,0.025,0.996,17357203.667
0.014,0.024,0.997,17357203.669
0.016,0.025,0.996,17357203.671
0.016,0.025,0.997,17357203.673
0.015,0.026,0.997,17357203.675
0.014,0.023,0.996,17357203.677
0.013,0.024,0.995,17357203.679
0.015,0.024,0.996,17357203.681
0.017,0.023,0.997,17357203.683
0.016,0.022,0.996,17357203.685
0.015,0.024,0.992,17357203.687
0.014,0.025,0.991,17357203.689
0.014,0.024,0.993,17357203.691
0.015,0.024,0.993,17357203.693
0.016,0.024,0.993,17357203.695
0.016,0.024,0.994,17357203.697
0.015,0.024,0.993,17357203.699
0.017,0.024,0.994,17357203.701
0.017,0.024,0.995,17357203.703
0.016,0.025,0.994,17357203.705
