rssi,ts,anchor
-78,40802226.5000000,1004110001
-71,40802226.9300001,1004110023
-63,40802226.9300001,1004110010
-81,40802227.2000000,1004110001
-83,40802227.2600000,1004110112
-81,40802227.9400001,1004110012
-67,40802228.3399999,1004110010
-72,40802229.0500000,1004110010
-73,40802229.0500000,1004110010
-70,40802229.7400000,1004110023
-81,40802230.2300000,1004110006
-76,40802231.8599999,1004110023
-74,40802231.9900000,1004110004
-83,40802232.1400001,1004110001
-69,40802232.1700001,1004110012
-84,40802232.1800001,1004110112
-83,40802232.3599999,1004110006
-74,40802232.5899999,1004110010
-85,40802232.7000000,1004110004
-78,40802233.4100001,1004110004
-82,40802234.0000000,1004110010
-80,40802234.2900000,1004110112
-70,40802234.8099999,1004110004
-71,40802235.3900001,1004110023
-73,40802235.4100001,1004110010
-66,40802235.5200000,1004110004
-70,40802235.7000000,1004110012
-73,40802237.6300001,1004110004
-78,40802237.8099999,1004110012
-71,40802238.9300001,1004110010
-75,40802239.0400000,1004110004
-82,40802239.2200000,1004110012
-83,40802239.2300000,1004110112
-81,40802239.6099999,1004110023
-79,40802240.1199999,1004110006
-75,40802240.4500000,1004110004
-68,40802241.5200000,1004110006
-90,40802242.7300000,1004110001
-82,40802244.8699999,1004110012
-90,40802245.9300001,1004110026
-78,40802247.0999999,1004110018
-77,40802247.6500001,1004110111
-83,40802247.6800001,1004110012
-87,40802247.8699999,1004110006
-78,40802248.0999999,1004110010
-80,40802248.4700000,1004110016
-76,40802250.4600000,1004110111
-78,40802251.1700001,1004110111
-79,40802251.4900000,1004110025
-88,40802251.5200000,1004110024
-83,40802251.6099999,1004110010
-73,40802252.5799999,1004110111
-83,40802252.6300001,1004110112
-81,40802253.0300000,1004110010
-85,40802253.6500001,1004110024
-87,40802253.6900001,1004110026
-84,40802253.9200001,1004110110
-79,40802254.0500000,1004110112
-87,40802254.3099999,1004110025
-72,40802254.5500000,1004110022
-68,40802255.5599999,1004110018
-68,40802256.0999999,1004110111
-65,40802256.2700000,1004110018
-83,40802256.3499999,1004110021
-86,40802256.4600000,1004110028
-79,40802256.8000000,1004110111
-89,40802257.1400001,1004110038
-80,40802257.2100000,1004110026
-79,40802257.3399999,1004110017
-68,40802257.3800001,1004110022
-75,40802257.9800000,1004120002
-75,40802258.5400000,1004110025
-75,40802258.7800000,1004110022
-85,40802259.3900001,1004120002
-70,40802260.2600000,1004110110
-88,40802260.7300000,1004110026
-80,40802260.8800001,1004110017
-70,40802261.3699999,1004110025
-64,40802261.5899999,1004110022
-74,40802261.9200001,1004110018
-84,40802262.0699999,1004110025
-72,40802262.7800000,1004110025
-70,40802263.0799999,1004110110
-70,40802263.3900001,1004110021
-86,40802263.4300001,1004110107
-82,40802263.5500000,1004110026
-73,40802264.1900001,1004110025
-78,40802264.8800001,1004120003
-65,40802265.1199999,1004110022
-70,40802265.6300001,1004110024
-80,40802265.9000001,1004120003
-83,40802265.9000001,1004110110
-78,40802266.2300000,1004120004
-85,40802266.9000001,1004120003
-87,40802267.3900001,1004110030
-73,40802267.5000000,1004110108
-68,40802267.7500000,1004110024
-80,40802267.9300001,1004110022
-81,40802268.4600000,1004110029
-67,40802268.9100001,1004110108
-89,40802269.0599999,1004110104
-62,40802269.1199999,1004110025
-85,40802269.1700001,1004110029
-64,40802270.3299999,1004110108
-61,40802271.0300000,1004110108
-77,40802271.6199999,1004110030
-66,40802271.9800000,1004110029
-74,40802272.0100000,1004110026
-77,40802272.6500001,1004110025
-74,40802272.6800001,1004110024
-93,40802273.0300000,1004110111
-82,40802273.2900000,1004110104
-57,40802274.0799999,1004110028
-65,40802274.7800000,1004110028
-83,40802275.1600001,1004120005
-67,40802275.3099999,1004110031
-86,40802276.0999999,1004110021
-72,40802276.1099999,1004110107
-71,40802276.8099999,1004110107
-85,40802276.8699999,1004110025
-90,40802276.8699999,1004110038
-70,40802277.4200001,1004110031
-84,40802278.2200000,1004110021
-87,40802278.5000000,1004110022
-64,40802278.6700001,1004110030
-84,40802279.2200000,1004110037
-78,40802279.4200001,1004110035
-78,40802279.6300001,1004110107
-67,40802280.2300000,1004110031
-75,40802280.8299999,1004110035
-67,40802281.6500001,1004110031
-62,40802282.3399999,1004110033
-85,40802282.7500000,1004110037
-72,40802283.0500000,1004110031
-81,40802283.7100000,1004110108
-75,40802283.9500000,1004110029
-82,40802284.1600001,1004110037
-74,40802285.1600001,1004110031
-78,40802285.2700000,1004110107
-80,40802285.3299999,1004110038
